ack_ewma(ms),classes,freq,,,
76.1003,187.16,0,,,
63.656,187.18,1,,,
48.8624,187.2,0,,,
87.3869,187.22,0,,,
76.9548,187.24,0,,,
43.9211,187.26,0,,,
56.3052,187.28,0,,,
47.0488,187.3,0,,,
32.9678,187.32,0,,,
37.1871,187.34,0,,,
73.6749,187.36,0,,,
72.6699,187.38,0,,,
74.0267,187.4,0,,,
30.6262,187.42,0,,,
35.0505,187.44,0,,,
72.8202,187.46,0,,,
36.6511,187.48,0,,,
75.2605,187.5,0,,,
75.7042,187.52,0,,,
43.4817,187.54,0,,,
37.2623,187.56,0,,,
75.5049,187.58,0,,,
47.3985,187.6,0,,,
33.8638,187.62,0,,,
33.3455,187.64,0,,,
33.1382,187.66,0,,,
41.9585,187.68,1,,,
33.5834,187.7,0,,,
40.4334,187.72,0,,,
131.075,187.74,0,,,
90.2301,187.76,0,,,
69.092,187.78,0,,,
64.8368,187.8,1,,,
136.935,187.82,0,,,
90.1739,187.84,0,,,
73.2696,187.86,0,,,
61.7078,187.88,0,,,
62.4831,187.9,0,,,
134.793,187.92,0,,,
89.3173,187.94,0,,,
72.9269,187.96,0,,,
61.5708,187.98,0,,,
64.2283,188,0,,,
71.7666,188.02,0,,,
61.1066,188.04,0,,,
66.4427,188.06,0,,,
57.6763,188.08,0,,,
59.05,188.1,0,,,
62.128,188.12,0,,,
25.1277,188.14,0,,,
46.6511,188.16,0,,,
54.5045,188.18,0,,,
84.3395,188.2,0,,,
48.1358,188.22,0,,,
35.0487,188.24,0,,,
15.2195,188.26,0,,,
43.8878,188.28,0,,,
142.266,188.3,0,,,
79.1065,188.32,0,,,
42.897,188.34,0,,,
30.5192,188.36,0,,,
27.8077,188.38,0,,,
125.404,188.4,0,,,
32.6643,188.42,0,,,
34.0858,188.44,0,,,
30.5654,188.46,0,,,
34.9325,188.48,0,,,
26.573,188.5,0,,,
22.5087,188.52,0,,,
24.6035,188.54,0,,,
25.4414,188.56,0,,,
38.9766,188.58,0,,,
63.4762,188.6,0,,,
29.3562,188.62,0,,,
25.0092,188.64,0,,,
38.8037,188.66,0,,,
108.521,188.68,0,,,
26.6626,188.7,0,,,
19.065,188.72,0,,,
19.626,188.74,0,,,
19.8504,188.76,0,,,
111.142,188.78,0,,,
66.057,188.8,0,,,
49.2228,188.82,0,,,
29.8891,188.84,0,,,
25.7556,188.86,0,,,
27.1023,188.88,0,,,
19.8409,188.9,0,,,
19.9364,188.92,0,,,
18.7745,188.94,0,,,
21.9098,188.96,0,,,
37.5639,188.98,0,,,
49.2041,189,0,,,
29.2816,189.02,0,,,
24.9127,189.04,0,,,
26.7651,189.06,0,,,
20.306,189.08,0,,,
20.1224,189.1,0,,,
9.24896,189.12,0,,,
36.9329,189.14,0,,,
71.0398,189.16,0,,,
54.8159,189.18,0,,,
31.5264,189.2,0,,,
26.4105,189.22,0,,,
382.085,189.24,0,,,
91.9414,189.26,0,,,
50.5852,189.28,0,,,
68.4241,189.3,0,,,
86.8431,189.32,0,,,
92.8715,189.34,0,,,
93.5486,189.36,0,,,
65.4949,189.38,0,,,
93.998,189.4,0,,,
80.1992,189.42,0,,,
50.0797,189.44,0,,,
38.0319,189.46,0,,,
55.4127,189.48,0,,,
42.5651,189.5,0,,,
18.226,189.52,0,,,
52.2904,189.54,0,,,
89.3162,189.56,0,,,
78.3265,189.58,0,,,
50.5306,189.6,0,,,
37.0122,189.62,0,,,
54.4049,189.64,0,,,
42.162,189.66,0,,,
18.0648,189.68,0,,,
52.2259,189.7,0,,,
90.4904,189.72,0,,,
41.5673,189.74,0,,,
17.8269,189.76,0,,,
52.7308,189.78,0,,,
89.4923,189.8,0,,,
80.1969,189.82,0,,,
51.2788,189.84,0,,,
39.1115,189.86,0,,,
16.8551,189.88,0,,,
52.3421,189.9,0,,,
89.9368,189.92,0,,,
80.3747,189.94,0,,,
51.9499,189.96,0,,,
39.98,189.98,0,,,
90.7521,190,0,,,
37.5008,190.02,0,,,
58.2003,190.04,0,,,
39.4626,190.06,0,,,
58.385,190.08,0,,,
38.354,190.1,0,,,
16.5416,190.12,0,,,
41.9547,190.14,0,,,
59.9819,190.16,0,,,
36.211,190.18,0,,,
60.0844,190.2,0,,,
58.02,190.22,0,,,
38.208,190.24,0,,,
61.6523,190.26,0,,,
48.8425,190.28,0,,,
44.5019,190.3,0,,,
41.8008,190.32,0,,,
38.9203,190.34,0,,,
29.9681,190.36,0,,,
30.5872,190.38,0,,,
71.0349,190.4,0,,,
43.414,190.42,0,,,
55.7656,190.44,0,,,
41.5062,190.46,0,,,
28.6025,190.48,0,,,
22.841,190.5,0,,,
36.7364,190.52,0,,,
34.4946,190.54,0,,,
34.1978,190.56,0,,,
25.6791,190.58,0,,,
28.2717,190.6,0,,,
71.3087,190.62,0,,,
44.1235,190.64,0,,,
54.8494,190.66,0,,,
70.1773,190.68,0,,,
42.4709,190.7,0,,,
38.9991,190.72,0,,,
35.3996,190.74,0,,,
32.1598,190.76,0,,,
23.6639,190.78,0,,,
10.6656,190.8,0,,,
22.2662,190.82,0,,,
68.9065,190.84,0,,,
42.5626,190.86,0,,,
59.025,190.88,0,,,
45.21,190.9,0,,,
28.884,190.92,0,,,
21.1536,190.94,0,,,
42.0614,190.96,0,,,
36.6246,190.98,0,,,
33.2498,191,0,,,
59.8455,191.02,0,,,
45.5382,191.04,0,,,
29.6153,191.06,0,,,
21.4461,191.08,0,,,
25.0914,191.1,1,,,
11.2366,191.12,0,,,
22.4946,191.14,0,,,
50.3026,191.16,0,,,
42.3211,191.18,0,,,
29.5284,191.2,0,,,
11.7358,191.22,0,,,
22.6943,191.24,0,,,
69.6777,191.26,0,,,
37.6216,191.28,0,,,
26.4486,191.3,0,,,
29.2207,191.32,0,,,
19.4829,191.34,0,,,
29.7573,191.36,0,,,
47.9029,191.38,0,,,
37.7612,191.4,0,,,
22.3835,191.42,0,,,
36.5534,191.44,0,,,
29.0214,191.46,0,,,
28.4085,191.48,0,,,
45.5805,191.5,0,,,
35.9819,191.52,0,,,
27.5927,191.54,0,,,
19.4371,191.56,0,,,
17.3748,191.58,0,,,
15.02,191.6,0,,,
35.1077,191.62,0,,,
22.4431,191.64,0,,,
39.5772,191.66,0,,,
31.4309,191.68,0,,,
43.7889,191.7,0,,,
36.7156,191.72,0,,,
27.8862,191.74,0,,,
19.5545,191.76,0,,,
18.0218,191.78,0,,,
34.8087,191.8,0,,,
15.1235,191.82,0,,,
23.4494,191.84,0,,,
44.7798,191.86,0,,,
37.7119,191.88,0,,,
36.0848,191.9,0,,,
22.8339,191.92,0,,,
40.3336,191.94,0,,,
31.7334,191.96,0,,,
31.8934,191.98,0,,,
42.4666,192,0,,,
36.3147,192.02,0,,,
28.9259,192.04,0,,,
21.1703,192.06,0,,,
30.6681,192.08,0,,,
19.2008,192.1,0,,,
21.4803,192.12,0,,,
30.7734,192.14,0,,,
34.9237,192.16,0,,,
35.5695,192.18,0,,,
28.0278,192.2,0,,,
20.2111,192.22,0,,,
30.8201,192.24,0,,,
64.1383,192.26,0,,,
71.8553,192.28,0,,,
47.9421,192.3,0,,,
69.5769,192.32,0,,,
44.0307,192.34,0,,,
24.8123,192.36,0,,,
52.5249,192.38,0,,,
40.21,192.4,0,,,
68.884,192.42,0,,,
73.7536,192.44,0,,,
48.1014,192.46,0,,,
69.6406,192.48,0,,,
44.0562,192.5,0,,,
24.8225,192.52,0,,,
54.929,192.54,0,,,
70.3102,192.56,0,,,
45.5241,192.58,0,,,
68.6096,192.6,0,,,
44.2439,192.62,0,,,
24.8975,192.64,0,,,
57.359,192.66,0,,,
41.5436,192.68,0,,,
17.8174,192.7,0,,,
55.727,192.72,0,,,
67.8908,192.74,1,,,
44.5563,192.76,0,,,
68.2225,192.78,0,,,
44.689,192.8,0,,,
25.0756,192.82,0,,,
57.4302,192.84,0,,,
41.5721,192.86,0,,,
58.1315,192.88,0,,,
67.6564,192.9,0,,,
44.4626,192.92,0,,,
24.985,192.94,0,,,
58.594,192.96,0,,,
42.6376,192.98,0,,,
18.255,193,1,,,
58.902,193.02,0,,,
18.5268,193.04,0,,,
59.0107,193.06,0,,,
69.2043,193.08,0,,,
60.2195,193.1,0,,,
59.702,193.12,0,,,
45.0983,193.14,0,,,
19.2393,193.16,0,,,
62.6017,193.18,0,,,
45.4407,193.2,0,,,
19.3763,193.22,0,,,
36.1241,193.24,0,,,
50.7799,193.26,0,,,
43.7119,193.28,0,,,
52.2848,193.3,0,,,
34.1139,193.32,0,,,
31.6456,193.34,0,,,
29.0633,193.36,0,,,
12.8253,193.38,0,,,
74.3443,193.4,0,,,
50.1377,193.42,0,,,
41.6551,193.44,0,,,
52.062,193.46,0,,,
48.8727,193.48,0,,,
41.7491,193.5,0,,,
52.6996,193.52,0,,,
34.8799,193.54,0,,,
33.1519,193.56,0,,,
27.0608,193.58,0,,,
28.8243,193.6,0,,,
12.7297,193.62,0,,,
32.9027,193.64,0,,,
42.1618,193.66,0,,,
26.7881,193.68,0,,,
29.9153,193.7,0,,,
13.1661,193.72,0,,,
25.0664,193.74,0,,,
21.4266,193.76,0,,,
32.5706,193.78,0,,,
54.633,193.8,0,,,
35.5013,193.82,0,,,
29.2005,193.84,0,,,
30.8802,193.86,0,,,
49.0841,193.88,0,,,
41.2336,193.9,0,,,
43.452,193.92,0,,,
38.9808,193.94,0,,,
31.9188,193.96,0,,,
26.1226,193.98,0,,,
35.4878,194,0,,,
30.9951,194.02,1,,,
30.9981,194.04,0,,,
28.5992,194.06,0,,,
31.2397,194.08,0,,,
28.6959,194.1,0,,,
28.2784,194.12,0,,,
28.1113,194.14,0,,,
29.2445,194.16,0,,,
33.2978,194.18,0,,,
31.9191,194.2,0,,,
27.1676,194.22,0,,,
25.8671,194.24,0,,,
16.3468,194.26,0,,,
17.3387,194.28,0,,,
34.5355,194.3,0,,,
30.0142,194.32,0,,,
30.6057,194.34,0,,,
28.4423,194.36,0,,,
31.7769,194.38,0,,,
30.7108,194.4,0,,,
27.8843,194.42,0,,,
27.3537,194.44,0,,,
28.9415,194.46,0,,,
33.1766,194.48,0,,,
31.8706,194.5,0,,,
26.4593,194.52,0,,,
17.3135,194.54,0,,,
34.5254,194.56,1,,,
29.4102,194.58,0,,,
30.3641,194.6,0,,,
28.3456,194.62,0,,,
31.7383,194.64,0,,,
31.2953,194.66,0,,,
25.9839,194.68,0,,,
17.5936,194.7,0,,,
16.6374,194.72,0,,,
34.255,194.74,0,,,
32.4753,194.76,0,,,
30.9901,194.78,0,,,
33.5621,194.8,0,,,
32.0249,194.82,0,,,
28.4099,194.84,0,,,
25.764,194.86,0,,,
17.5056,194.88,0,,,
26.8613,194.9,0,,,
13.1778,194.92,0,,,
20.8711,194.94,0,,,
29.9581,194.96,0,,,
28.7833,194.98,1,,,
30.7133,195,0,,,
35.3385,195.02,0,,,
35.7354,195.04,0,,,
31.6899,195.06,0,,,
160.23,195.08,1,,,
30.9943,195.1,1,,,
51.3977,195.12,0,,,
55.3591,195.14,0,,,
62.3436,195.16,0,,,
47.0472,195.18,0,,,
31.4189,195.2,0,,,
68.2567,195.22,0,,,
50.1027,195.24,0,,,
32.0411,195.26,0,,,
56.0164,195.28,0,,,
23.6066,195.3,0,,,
46.0426,195.32,0,,,
60.4171,195.34,0,,,
51.4091,195.36,0,,,
54.2098,195.38,0,,,
55.1052,195.4,0,,,
33.8968,195.42,0,,,
47.7587,195.44,0,,,
39.5035,195.46,0,,,
51.4093,195.48,0,,,
36.7637,195.5,0,,,
32.7055,195.52,0,,,
43.6822,195.54,0,,,
39.0729,195.56,0,,,
35.8663,195.58,0,,,
52.7465,195.6,0,,,
45.0045,195.62,0,,,
41.4018,195.64,1,,,
47.7607,195.66,0,,,
37.6228,195.68,0,,,
55.2491,195.7,0,,,
54.4505,195.72,0,,,
44.5802,195.74,0,,,
36.2374,195.76,0,,,
50.4599,195.78,0,,,
38.784,195.8,0,,,
43.1136,195.82,0,,,
130.492,195.84,0,,,
95.3967,195.86,0,,,
72.9587,195.88,0,,,
62.7835,195.9,0,,,
87.4454,195.92,0,,,
70.8345,195.94,0,,,
92.2901,195.96,0,,,
38.1161,195.98,0,,,
66.8905,196,0,,,
53.1348,196.02,0,,,
51.8539,196.04,0,,,
52.2166,196.06,0,,,
60.4867,196.08,0,,,
56.5947,196.1,0,,,
39.4379,196.12,0,,,
39.7751,196.14,0,,,
46.5101,196.16,0,,,
44.404,196.18,0,,,
85.5616,196.2,0,,,
49.8246,196.22,0,,,
59.5299,196.24,0,,,
56.2119,196.26,0,,,
39.2848,196.28,0,,,
39.7139,196.3,0,,,
47.6856,196.32,0,,,
44.2742,196.34,0,,,
85.5097,196.36,0,,,
49.2039,196.38,0,,,
59.8815,196.4,0,,,
56.3526,196.42,0,,,
39.341,196.44,0,,,
42.1364,196.46,0,,,
46.8546,196.48,0,,,
19.9418,196.5,0,,,
31.9767,196.52,0,,,
56.4266,196.54,0,,,
39.3706,196.56,0,,,
41.5483,196.58,0,,,
47.8193,196.6,0,,,
20.3277,196.62,0,,,
32.1311,196.64,0,,,
56.6564,196.66,0,,,
53.8626,196.68,0,,,
38.945,196.7,0,,,
41.378,196.72,0,,,
48.9512,196.74,0,,,
20.7805,196.76,1,,,
32.3122,196.78,0,,,
87.3249,196.8,0,,,
48.1299,196.82,0,,,
49.5433,196.84,0,,,
60.0173,196.86,0,,,
54.6069,196.88,0,,,
41.9771,196.9,0,,,
49.7908,196.92,0,,,
21.1163,196.94,0,,,
33.0465,196.96,0,,,
88.8186,196.98,0,,,
36.7274,197,0,,,
89.1785,197.02,0,,,
36.8714,197.04,0,,,
30.9486,197.06,0,,,
38.5576,197.08,0,,,
50.2231,197.1,0,,,
45.2892,197.12,0,,,
32.3465,197.14,0,,,
31.5386,197.16,0,,,
30.6154,197.18,0,,,
32.0462,197.2,0,,,
83.0185,197.22,0,,,
48.8074,197.24,0,,,
35.123,197.26,0,,,
45.2492,197.28,0,,,
34.2997,197.3,0,,,
28.7199,197.32,0,,,
27.6879,197.34,0,,,
27.2752,197.36,0,,,
29.5101,197.38,0,,,
29.804,197.4,0,,,
32.3216,197.42,0,,,
82.5287,197.44,0,,,
48.6115,197.46,0,,,
35.6446,197.48,0,,,
45.4578,197.5,0,,,
29.7133,197.52,0,,,
27.4853,197.54,0,,,
28.3941,197.56,0,,,
12.5576,197.58,1,,,
21.8231,197.6,0,,,
26.1292,197.62,0,,,
32.0517,197.64,0,,,
81.2207,197.66,0,,,
49.8883,197.68,0,,,
34.9553,197.7,1,,,
48.7821,197.72,0,,,
34.5128,197.74,0,,,
27.0051,197.76,0,,,
26.4021,197.78,0,,,
27.9608,197.8,0,,,
12.3843,197.82,0,,,
21.1537,197.84,0,,,
25.8615,197.86,0,,,
31.9446,197.88,0,,,
81.1778,197.9,0,,,
51.6711,197.92,1,,,
36.8685,197.94,0,,,
47.1474,197.96,0,,,
33.859,197.98,0,,,
27.9436,198,0,,,
25.5774,198.02,0,,,
31.6808,198.04,0,,,
81.0723,198.06,0,,,
51.6289,198.08,0,,,
36.8516,198.1,0,,,
47.1406,198.12,1,,,
34.4563,198.14,0,,,
30.5825,198.16,0,,,
30.3038,198.18,0,,,
80.5215,198.2,0,,,
52.6086,198.22,1,,,
37.2434,198.24,0,,,
47.2974,198.26,0,,,
35.119,198.28,0,,,
32.6476,198.3,0,,,
28.659,198.32,0,,,
29.4636,198.34,0,,,
12.9854,198.36,0,,,
18.3942,198.38,0,,,
19.3577,198.4,0,,,
8.94307,198.42,0,,,
23.9772,198.44,0,,,
77.3909,198.46,0,,,
51.9564,198.48,0,,,
36.9825,198.5,0,,,
47.793,198.52,0,,,
34.7172,198.54,0,,,
32.4869,198.56,0,,,
28.5948,198.58,0,,,
29.4379,198.6,0,,,
12.9752,198.62,0,,,
76.7245,198.64,0,,,
51.6898,198.66,0,,,
37.4759,198.68,0,,,
47.3904,198.7,0,,,
34.5561,198.72,0,,,
32.4225,198.74,0,,,
29.169,198.76,0,,,
32.0676,198.78,0,,,
14.027,198.8,0,,,
19.4108,198.82,0,,,
20.9643,198.84,0,,,
9.58573,198.86,0,,,
21.8343,198.88,0,,,
72.9337,198.9,0,,,
50.1735,198.92,0,,,
37.4694,198.94,0,,,
48.5878,198.96,0,,,
9.93665,198.98,0,,,
21.9747,199,1,,,
70.5899,199.02,0,,,
38.5344,199.04,0,,,
50.2138,199.06,0,,,
35.6855,199.08,0,,,
31.6742,199.1,0,,,
29.4697,199.12,0,,,
32.7879,199.14,0,,,
14.3151,199.16,0,,,
21.9261,199.18,0,,,
23.1704,199.2,0,,,
10.4682,199.22,0,,,
22.1873,199.24,0,,,
67.6749,199.26,0,,,
30.7747,199.28,0,,,
29.1099,199.3,0,,,
32.6439,199.32,0,,,
14.2576,199.34,0,,,
21.303,199.36,0,,,
23.5212,199.38,0,,,
10.6085,199.4,0,,,
22.8434,199.42,0,,,
45.7398,199.44,0,,,
34.4959,199.46,0,,,
31.7984,199.48,0,,,
30.1194,199.5,0,,,
24.7592,199.52,0,,,
72.3037,199.54,0,,,
74.3833,199.56,0,,,
50.7533,199.58,0,,,
21.5013,199.6,0,,,
27.0224,199.62,0,,,
29.409,199.64,0,,,
31.4128,199.66,0,,,
24.7498,199.68,0,,,
31.1726,199.7,0,,,
30.469,199.72,0,,,
32.735,199.74,0,,,
32.294,199.76,0,,,
29.9458,199.78,0,,,
28.1082,199.8,0,,,
30.9829,199.82,0,,,
27.7789,199.84,0,,,
27.3115,199.86,0,,,
29.5246,199.88,0,,,
25.0694,199.9,0,,,
20.2278,199.92,0,,,
24.7164,199.94,0,,,
14.4903,199.96,0,,,
24.3961,199.98,0,,,
28.9585,200,0,,,
27.7834,200.02,0,,,
179.538,200.04,0,,,
137.806,200.06,0,,,
76.1225,200.08,0,,,
45.449,200.1,0,,,
33.1796,200.12,0,,,
30.0718,200.14,0,,,
21.0287,200.16,0,,,
37.8115,200.18,1,,,
66.7246,200.2,0,,,
60.2898,200.22,0,,,
60.7159,200.24,0,,,
70.4864,200.26,0,,,
45.5945,200.28,0,,,
31.4378,200.3,0,,,
29.9751,200.32,0,,,
20.9901,200.34,0,,,
36.596,200.36,0,,,
67.4384,200.38,0,,,
60.5754,200.4,0,,,
60.2301,200.42,0,,,
70.2921,200.44,0,,,
21.6235,200.46,0,,,
66.8198,200.48,0,,,
61.5279,200.5,0,,,
59.4112,200.52,0,,,
71.7645,200.54,0,,,
46.7058,200.56,0,,,
33.6823,200.58,0,,,
60.5715,200.6,0,,,
59.0286,200.62,0,,,
73.4114,200.64,0,,,
61.7243,200.66,0,,,
55.2897,200.68,0,,,
57.5159,200.7,0,,,
76.4064,200.72,0,,,
15.21,200.74,0,,,
63.8646,200.76,0,,,
25.7202,200.78,0,,,
21.0881,200.8,0,,,
16.4288,200.82,0,,,
27.5715,200.84,0,,,
21.8286,200.86,0,,,
9.93144,200.88,0,,,
28.3794,200.9,0,,,
56.1781,200.92,0,,,
34.9394,200.94,0,,,
28.0269,200.96,1,,,
54.7137,200.98,0,,,
35.6855,201,0,,,
29.2742,201.02,0,,,
35.7097,201.04,0,,,
34.0839,201.06,0,,,
27.4335,201.08,0,,,
21.1734,201.1,0,,,
59.8823,201.12,0,,,
36.5041,201.14,0,,,
31.4017,201.16,0,,,
43.2897,201.18,0,,,
36.5159,201.2,0,,,
84.3498,201.22,0,,,
83.9676,201.24,0,,,
56.3673,201.26,0,,,
41.7469,201.28,0,,,
32.2988,201.3,0,,,
90.3195,201.32,0,,,
77.5164,201.34,0,,,
58.6066,201.36,0,,,
42.6426,201.38,0,,,
32.6571,201.4,0,,,
44.7061,201.42,0,,,
92.353,201.44,0,,,
90.9412,201.46,0,,,
45.0306,201.48,0,,,
48.0122,201.5,0,,,
55.2049,201.52,0,,,
37.082,201.54,0,,,
32.8328,201.56,0,,,
71.9331,201.58,0,,,
77.9732,201.6,0,,,
56.3893,201.62,0,,,
43.5557,201.64,0,,,
47.4223,201.66,1,,,
20.1689,201.68,0,,,
45.2676,201.7,0,,,
31.307,201.72,0,,,
32.3228,201.74,0,,,
69.3291,201.76,0,,,
76.9316,201.78,0,,,
55.9727,201.8,0,,,
43.9891,201.82,0,,,
48.1956,201.84,0,,,
20.4782,201.86,0,,,
45.3913,201.88,0,,,
55.8626,201.9,0,,,
45.145,201.92,0,,,
47.458,201.94,0,,,
20.1832,201.96,0,,,
47.0733,201.98,0,,,
31.4293,202,0,,,
33.4955,202.02,0,,,
72.7982,202.04,0,,,
74.7193,202.06,0,,,
50.2877,202.08,0,,,
45.3151,202.1,0,,,
48.126,202.12,0,,,
20.4504,202.14,0,,,
50.1802,202.16,0,,,
33.8721,202.18,0,,,
14.7488,202.2,0,,,
47.2068,202.22,0,,,
20.0827,202.24,0,,,
51.2331,202.26,0,,,
75.7818,202.28,0,,,
29.6749,202.3,0,,,
76.0699,202.32,0,,,
69.0763,202.34,0,,,
42.4609,202.36,0,,,
18.7055,202.38,0,,,
39.8822,202.4,0,,,
32.7529,202.42,1,,,
28.1012,202.44,0,,,
55.6405,202.46,0,,,
38.4562,202.48,0,,,
43.5825,202.5,0,,,
56.1652,202.52,0,,,
38.6661,202.54,0,,,
44.2664,202.56,0,,,
38.7066,202.58,0,,,
39.4826,202.6,0,,,
40.7742,202.62,0,,,
30.7097,202.64,0,,,
42.9755,202.66,0,,,
32.7902,202.68,0,,,
30.5161,202.7,0,,,
60.8064,202.72,0,,,
34.5739,202.74,0,,,
31.6607,202.76,1,,,
31.3733,202.78,0,,,
25.7493,202.8,0,,,
30.0997,202.82,0,,,
30.3986,202.84,0,,,
36.7838,202.86,0,,,
24.8998,202.88,0,,,
50.1599,202.9,0,,,
36.864,202.92,0,,,
36.3456,202.94,0,,,
29.6512,202.96,0,,,
25.6605,202.98,0,,,
27.6642,203,0,,,
29.6657,203.02,0,,,
13.0663,203.04,0,,,
25.0265,203.06,0,,,
41.3159,203.08,0,,,
29.1264,203.1,0,,,
38.9498,203.12,0,,,
294.567,203.14,0,,,
101.611,203.16,0,,,
78.4443,203.18,0,,,
93.7777,203.2,0,,,
71.1111,203.22,0,,,
55.4444,203.24,0,,,
26.9778,203.26,0,,,
60.5911,203.28,0,,,
62.0364,203.3,0,,,
62.0146,203.32,0,,,
89.6058,203.34,0,,,
69.4423,203.36,0,,,
60.3521,203.38,0,,,
61.3408,203.4,0,,,
89.9363,203.42,0,,,
71.9745,203.44,0,,,
52.7898,203.46,0,,,
27.1159,203.48,0,,,
71.3982,203.5,0,,,
52.5593,203.52,0,,,
27.6237,203.54,0,,,
65.0495,203.56,0,,,
27.2198,203.58,0,,,
44.4879,203.6,0,,,
69.0632,203.62,0,,,
51.6253,203.64,0,,,
26.6501,203.66,0,,,
65.86,203.68,0,,,
87.8748,203.7,0,,,
23.7077,203.72,0,,,
70.4866,203.74,0,,,
25.1579,203.76,0,,,
40.5053,203.78,0,,,
50.4699,203.8,0,,,
32.788,203.82,0,,,
54.3756,203.84,0,,,
44.6017,203.86,0,,,
34.0407,203.88,0,,,
53.8163,203.9,0,,,
70.7265,203.92,0,,,
47.4906,203.94,0,,,
29.1962,203.96,0,,,
21.2785,203.98,0,,,
56.5114,204,0,,,
30.5518,204.02,0,,,
21.8207,204.04,0,,,
56.1283,204.06,0,,,
23.6513,204.08,0,,,
25.0605,204.1,0,,,
56.6525,204.12,0,,,
59.5318,204.14,0,,,
25.0127,204.16,0,,,
26.8051,204.18,0,,,
32.322,204.2,0,,,
41.819,204.22,0,,,
77.5729,204.24,0,,,
32.2047,204.26,0,,,
35.6819,204.28,0,,,
29.8727,204.3,0,,,
29.9491,204.32,0,,,
27.5796,204.34,0,,,
28.4319,204.36,0,,,
30.5727,204.38,0,,,
31.4291,204.4,0,,,
13.7716,204.42,0,,,
36.59,204.44,0,,,
30.236,204.46,0,,,
28.8944,204.48,0,,,
30.0012,204.5,0,,,
14.1602,204.52,0,,,
24.8641,204.54,0,,,
48.4874,204.56,0,,,
37.395,204.58,1,,,
34.158,204.6,0,,,
26.3701,204.62,0,,,
72.348,204.64,0,,,
348.471,204.66,0,,,
125.475,204.68,0,,,
90.5664,204.7,0,,,
71.5323,204.72,0,,,
91.6129,204.74,0,,,
93.0452,204.76,0,,,
79.8181,204.78,0,,,
93.1111,204.8,0,,,
81.0445,204.82,0,,,
39.6178,204.84,0,,,
17.0471,204.86,0,,,
39.2188,204.88,0,,,
90.995,204.9,0,,,
73.7365,204.92,0,,,
31.34,204.94,0,,,
77.336,204.96,0,,,
92.7344,204.98,0,,,
53.0947,205,0,,,
93.5661,205.02,0,,,
28.0682,205.04,0,,,
27.4273,205.06,0,,,
46.3709,205.08,0,,,
47.9484,205.1,0,,,
55.1793,205.12,0,,,
48.1524,205.14,0,,,
48.6609,205.16,0,,,
55.4644,205.18,0,,,
40.1257,205.2,0,,,
28.0503,205.22,0,,,
25.6201,205.24,0,,,
42.0621,205.26,0,,,
28.8248,205.28,0,,,
11.572,205.3,0,,,
19.0288,205.32,0,,,
89.6649,205.34,0,,,
43.066,205.36,0,,,
32.6762,205.38,0,,,
50.0584,205.4,0,,,
29.0234,205.42,0,,,
26.8898,205.44,0,,,
37.1559,205.46,0,,,
65.8624,205.48,0,,,
79.7449,205.5,0,,,
45.098,205.52,0,,,
27.3757,205.54,0,,,
28.9776,205.56,0,,,
25.391,205.58,0,,,
35.9564,205.6,0,,,
64.7826,205.62,0,,,
82.313,205.64,0,,,
47.3252,205.66,0,,,
27.3301,205.68,0,,,
26.532,205.7,0,,,
31.0128,205.72,0,,,
29.8051,205.74,0,,,
32.3221,205.76,0,,,
30.9288,205.78,0,,,
25.5715,205.8,0,,,
36.6286,205.82,1,,,
15.8514,205.84,0,,,
36.7297,205.86,0,,,
15.8919,205.88,0,,,
32.8426,205.9,0,,,
29.937,205.92,0,,,
32.3748,205.94,0,,,
17.0144,205.96,0,,,
164.871,205.98,0,,,
112.419,206,0,,,
64.1871,206.02,0,,,
41.2748,206.04,0,,,
38.1099,206.06,0,,,
135.244,206.08,0,,,
135.691,206.1,0,,,
56.0766,206.12,0,,,
29.6706,206.14,0,,,
140.868,206.16,0,,,
60.2662,206.18,0,,,
59.5065,206.2,0,,,
41.081,206.22,0,,,
58.1412,206.24,0,,,
60.4565,206.26,0,,,
51.1826,206.28,0,,,
52.273,206.3,0,,,
39.5092,206.32,0,,,
32.0037,206.34,0,,,
31.4015,206.36,0,,,
102.561,206.38,0,,,
55.4242,206.4,0,,,
58.1697,206.42,0,,,
50.2679,206.44,0,,,
52.5072,206.46,0,,,
33.4325,206.48,0,,,
100.973,206.5,0,,,
54.7892,206.52,0,,,
59.7157,206.54,0,,,
49.0863,206.56,0,,,
54.4345,206.58,0,,,
42.1738,206.6,1,,,
60.8187,206.62,0,,,
47.7275,206.64,0,,,
20.291,206.66,0,,,
44.1164,206.68,0,,,
38.0466,206.7,0,,,
30.8186,206.72,0,,,
32.7275,206.74,0,,,
31.5378,206.76,0,,,
34.2151,206.78,0,,,
101.886,206.8,0,,,
54.5544,206.82,0,,,
58.4218,206.84,0,,,
46.7687,206.86,0,,,
19.9075,206.88,0,,,
43.363,206.9,0,,,
38.9452,206.92,0,,,
31.1781,206.94,0,,,
34.6712,206.96,0,,,
47.3996,206.98,0,,,
108.58,207,0,,,
57.8321,207.02,0,,,
61.5328,207.04,0,,,
39.4568,207.06,0,,,
16.9827,207.08,0,,,
22.3931,207.1,0,,,
34.4246,207.12,0,,,
31.741,207.14,0,,,
27.0964,207.16,0,,,
21.6386,207.18,0,,,
27.8554,207.2,0,,,
31.5422,207.22,0,,,
77.4169,207.24,0,,,
57.3667,207.26,0,,,
42.1467,207.28,0,,,
43.2587,207.3,0,,,
32.3035,207.32,0,,,
