ack_ewma(ms),classes,freq,,,
44.1365,320.06,0,,,
64.5819,320.08,1,,,
52.9585,320.1,0,,,
56.8866,320.12,0,,,
23.9546,320.14,0,,,
42.9362,320.16,0,,,
21.7344,320.18,0,,,
43.3835,320.2,0,,,
37.7534,320.22,0,,,
33.3676,320.24,1,,,
33.147,320.26,0,,,
42.6235,320.28,0,,,
36.2494,320.3,0,,,
29.4998,320.32,0,,,
45.9999,320.34,0,,,
32.9071,320.36,0,,,
30.8145,320.38,0,,,
34.7575,320.4,0,,,
35.1735,320.42,0,,,
32.6694,320.44,0,,,
31.2028,320.46,0,,,
31.6811,320.48,0,,,
31.2725,320.5,0,,,
32.909,320.52,0,,,
31.1636,320.54,1,,,
34.6654,320.56,0,,,
28.8662,320.58,0,,,
32.5465,320.6,0,,,
33.4186,320.62,0,,,
32.1381,320.64,0,,,
32.6552,320.66,0,,,
31.0621,320.68,0,,,
35.8248,320.7,0,,,
29.3299,320.72,0,,,
32.732,320.74,0,,,
33.4928,320.76,0,,,
34.5307,320.78,0,,,
30.714,320.8,0,,,
33.8342,320.82,0,,,
35.1337,320.84,0,,,
28.4535,320.86,0,,,
34.1814,320.88,0,,,
32.8726,320.9,0,,,
23.3343,320.92,0,,,
21.3337,320.94,0,,,
24.1554,320.96,0,,,
21.6622,320.98,0,,,
9.86486,321,0,,,
25.5459,321.02,0,,,
29.5665,321.04,0,,,
35.4801,321.06,0,,,
25.3568,321.08,0,,,
22.7427,321.1,0,,,
10.2971,321.12,0,,,
25.7188,321.14,0,,,
31.2875,321.16,0,,,
28.115,321.18,0,,,
31.646,321.2,0,,,
317.593,321.22,0,,,
165.437,321.24,0,,,
66.1552,321.26,0,,,
58.2621,321.28,0,,,
34.7048,321.3,0,,,
27.6819,321.32,0,,,
51.2728,321.34,0,,,
65.5091,321.36,0,,,
64.6036,321.38,0,,,
60.8566,321.4,0,,,
55.5426,321.42,0,,,
34.2171,321.44,0,,,
68.6053,321.46,0,,,
28.0889,321.48,0,,,
50.8356,321.5,0,,,
71.9342,321.52,0,,,
61.8667,321.54,1,,,
53.6206,321.56,0,,,
72.4482,321.58,0,,,
30.1793,321.6,1,,,
54.0717,321.62,0,,,
42.0901,321.64,0,,,
35.4144,321.66,0,,,
32.7658,321.68,0,,,
41.3063,321.7,0,,,
48.3225,321.72,0,,,
43.929,321.74,0,,,
39.1716,321.76,0,,,
73.2686,321.78,0,,,
46.1075,321.8,0,,,
29.894,321.82,0,,,
38.3576,321.84,0,,,
47.743,321.86,0,,,
43.6972,321.88,0,,,
39.0789,321.9,0,,,
73.2316,321.92,0,,,
45.4926,321.94,0,,,
40.997,321.96,0,,,
32.5988,321.98,0,,,
14.2395,322,0,,,
26.0958,322.02,0,,,
36.8153,322.04,0,,,
45.9261,322.06,0,,,
42.9705,322.08,0,,,
40.5882,322.1,0,,,
35.0406,322.12,0,,,
47.0163,322.14,0,,,
42.2065,322.16,0,,,
75.513,322.18,0,,,
45.2052,322.2,0,,,
40.2821,322.22,0,,,
34.1128,322.24,0,,,
14.8451,322.26,0,,,
27.5381,322.28,0,,,
27.2152,322.3,0,,,
41.5338,322.32,0,,,
39.4135,322.34,0,,,
45.7859,322.36,0,,,
42.3143,322.38,0,,,
42.6464,322.4,0,,,
35.0586,322.42,0,,,
15.2234,322.44,1,,,
31.2894,322.46,0,,,
29.9157,322.48,1,,,
13.1663,322.5,0,,,
47.7066,322.52,0,,,
36.218,322.54,0,,,
33.6872,322.56,0,,,
84.83,322.58,0,,,
30.2118,322.6,0,,,
21.0847,322.62,0,,,
34.2339,322.64,0,,,
78.0556,322.66,1,,,
29.5622,322.68,0,,,
20.2249,322.7,0,,,
32.69,322.72,0,,,
28.676,322.74,0,,,
28.1164,322.76,0,,,
25.0466,322.78,0,,,
18.4186,322.8,0,,,
33.187,322.82,0,,,
30.0748,322.84,0,,,
20.4299,322.86,0,,,
179.855,322.88,0,,,
115.142,322.9,0,,,
74.2567,322.92,0,,,
120.303,322.94,0,,,
76.9211,322.96,0,,,
48.1684,322.98,0,,,
28.8674,323,0,,,
70.2588,323.02,1,,,
74.8523,323.04,0,,,
46.8964,323.06,1,,,
67.2494,323.08,0,,,
45.4997,323.1,0,,,
30.1999,323.12,0,,,
65.48,323.14,0,,,
63.392,323.16,0,,,
41.5568,323.18,0,,,
37.0227,323.2,0,,,
41.7295,323.22,0,,,
26.8918,323.24,0,,,
63.5567,323.26,0,,,
62.6227,323.28,0,,,
41.2491,323.3,0,,,
39.2996,323.32,0,,,
90.7199,323.34,0,,,
60.2879,323.36,0,,,
61.6682,323.38,0,,,
40.8673,323.4,0,,,
40.3469,323.42,0,,,
41.4142,323.44,0,,,
27.9657,323.46,1,,,
59.7863,323.48,0,,,
58.7145,323.5,0,,,
97.5257,323.52,0,,,
63.6103,323.54,0,,,
26.6441,323.56,0,,,
28.0576,323.58,0,,,
22.6231,323.6,0,,,
57.0492,323.62,0,,,
27.6579,323.64,0,,,
27.745,323.66,0,,,
29.098,323.68,0,,,
61.8863,323.7,0,,,
39.1545,323.72,0,,,
40.8618,323.74,0,,,
105.745,323.76,0,,,
30.1499,323.78,0,,,
53.1996,323.8,0,,,
81.2798,323.82,0,,,
36.0243,323.84,0,,,
33.6097,323.86,0,,,
36.8439,323.88,0,,,
22.5376,323.9,0,,,
31.3764,323.92,0,,,
36.5506,323.94,0,,,
33.8202,323.96,1,,,
28.5825,323.98,0,,,
31.833,324,0,,,
37.3332,324.02,1,,,
35.9333,324.04,0,,,
38.3733,324.06,0,,,
47.9552,324.08,0,,,
41.9821,324.1,0,,,
113.414,324.12,0,,,
61.5657,324.14,0,,,
36.0263,324.16,0,,,
51.0105,324.18,0,,,
69.0042,324.2,0,,,
112.802,324.22,0,,,
100.921,324.24,0,,,
57.1683,324.26,0,,,
33.6673,324.28,0,,,
50.0669,324.3,0,,,
110.371,324.32,0,,,
100.548,324.34,0,,,
108.582,324.36,0,,,
101.033,324.38,0,,,
34.6453,324.4,0,,,
50.4581,324.42,0,,,
74.7832,324.44,0,,,
31.1133,324.46,0,,,
92.8453,324.48,0,,,
92.3681,324.5,0,,,
35.0456,324.52,0,,,
53.0182,324.54,0,,,
99.9973,324.56,0,,,
62.1989,324.58,0,,,
35.6796,324.6,0,,,
54.4718,324.62,0,,,
92.8213,324.64,0,,,
94.7285,324.66,0,,,
59.4914,324.68,0,,,
38.1966,324.7,0,,,
31.4786,324.72,0,,,
23.9915,324.74,0,,,
10.7966,324.76,1,,,
34.3186,324.78,1,,,
87.931,324.8,0,,,
93.9724,324.82,0,,,
58.589,324.84,0,,,
40.2356,324.86,0,,,
29.8942,324.88,0,,,
25.1577,324.9,0,,,
11.2631,324.92,0,,,
34.5052,324.94,0,,,
95.1223,324.96,0,,,
57.2489,324.98,1,,,
40.2996,325,0,,,
41.5357,325.02,0,,,
31.6143,325.04,0,,,
25.8457,325.06,0,,,
11.5383,325.08,0,,,
37.0153,325.1,0,,,
97.3327,325.12,1,,,
49.2912,325.14,0,,,
95.8396,325.16,0,,,
88.9613,325.18,0,,,
51.7845,325.2,0,,,
39.9156,325.22,0,,,
22.8115,325.24,0,,,
39.968,325.26,0,,,
38.7872,325.28,0,,,
148.471,325.3,0,,,
92.9882,325.32,0,,,
51.5953,325.34,0,,,
38.0381,325.36,0,,,
33.2152,325.38,1,,,
130.286,325.4,0,,,
105.514,325.42,0,,,
75.8058,325.44,0,,,
44.1223,325.46,0,,,
35.0489,325.48,0,,,
33.2196,325.5,0,,,
130.288,325.52,0,,,
105.515,325.54,0,,,
74.6061,325.56,0,,,
43.6424,325.58,0,,,
35.457,325.6,1,,,
32.7828,325.62,0,,,
129.513,325.64,0,,,
105.205,325.66,0,,,
76.2821,325.68,0,,,
42.5128,325.7,0,,,
35.6051,325.72,0,,,
32.2421,325.74,0,,,
129.297,325.76,0,,,
105.719,325.78,0,,,
77.6875,325.8,0,,,
42.475,325.82,0,,,
34.99,325.84,0,,,
33.196,325.86,0,,,
129.078,325.88,1,,,
105.031,325.9,0,,,
131.027,325.92,0,,,
106.411,325.94,0,,,
43.7642,325.96,0,,,
31.6916,325.98,0,,,
132.077,326,0,,,
32.5088,326.02,0,,,
35.3103,326.04,0,,,
48.3767,326.06,0,,,
34.4401,326.08,0,,,
41.1126,326.1,0,,,
27.8451,326.12,0,,,
28.538,326.14,0,,,
24.6152,326.16,0,,,
27.8461,326.18,0,,,
111.338,326.2,0,,,
24.3996,326.22,0,,,
28.3598,326.24,2,,,
112.744,326.26,0,,,
52.6118,326.28,0,,,
41.4447,326.3,1,,,
38.7779,326.32,0,,,
50.3641,326.34,0,,,
55.0983,326.36,0,,,
42.4393,326.38,0,,,
39.7757,326.4,0,,,
30.3103,326.42,0,,,
39.8376,326.44,0,,,
29.654,326.46,0,,,
34.0616,326.48,0,,,
33.1159,326.5,0,,,
61.4585,326.52,0,,,
43.3134,326.54,0,,,
27.6841,326.56,0,,,
32.0736,326.58,0,,,
31.4527,326.6,0,,,
89.3811,326.62,0,,,
54.3524,326.64,0,,,
33.141,326.66,0,,,
36.6564,326.68,0,,,
36.2626,326.7,0,,,
30.705,326.72,0,,,
26.682,326.74,0,,,
33.4728,326.76,0,,,
14.5891,326.78,0,,,
20.8356,326.8,0,,,
30.3337,326.82,0,,,
87.1335,326.84,0,,,
54.6534,326.86,0,,,
32.6614,326.88,0,,,
37.6645,326.9,0,,,
36.6658,326.92,0,,,
31.4663,326.94,0,,,
25.7865,326.96,0,,,
14.6858,326.98,0,,,
20.1097,327,0,,,
54.903,327.02,0,,,
32.7612,327.04,0,,,
37.7045,327.06,0,,,
19.1283,327.08,0,,,
19.6513,327.1,0,,,
31.2605,327.12,0,,,
33.8247,327.14,0,,,
39.3299,327.16,0,,,
37.9319,327.18,0,,,
31.9728,327.2,0,,,
25.9891,327.22,0,,,
33.1956,327.24,0,,,
14.4783,327.26,0,,,
18.9913,327.28,0,,,
59.3856,327.3,0,,,
34.5542,327.32,1,,,
39.0217,327.34,0,,,
37.2087,327.36,0,,,
22.1134,327.38,0,,,
10.0453,327.4,0,,,
32.2181,327.42,0,,,
27.237,327.44,0,,,
26.4948,327.46,0,,,
33.3979,327.48,0,,,
21.9094,327.5,0,,,
28.5638,327.52,0,,,
29.4255,327.54,0,,,
28.5702,327.56,0,,,
27.5399,327.58,0,,,
29.6159,327.6,0,,,
28.6464,327.62,0,,,
26.4586,327.64,0,,,
21.2598,327.66,1,,,
318.402,327.68,0,,,
197.561,327.7,0,,,
105.29,327.72,0,,,
67.8673,327.74,0,,,
74.9275,327.76,0,,,
47.971,327.78,0,,,
37.1884,327.8,0,,,
35.8754,327.82,0,,,
71.5936,327.84,0,,,
46.6374,327.86,0,,,
37.255,327.88,0,,,
35.902,327.9,0,,,
69.5608,327.92,0,,,
38.119,327.94,0,,,
36.8476,327.96,0,,,
75.2679,327.98,0,,,
50.5072,328,0,,,
65.7252,328.02,0,,,
36.4078,328.04,1,,,
65.1621,328.06,0,,,
52.4648,328.08,0,,,
37.1859,328.1,0,,,
36.4912,328.12,0,,,
27.7965,328.14,0,,,
27.3186,328.16,0,,,
12.1274,328.18,0,,,
56.451,328.2,0,,,
47.6891,328.22,0,,,
32.2756,328.24,0,,,
26.7103,328.26,0,,,
28.0841,328.28,0,,,
12.4336,328.3,0,,,
57.1735,328.32,0,,,
49.2694,328.34,0,,,
83.433,328.36,0,,,
57.9732,328.38,0,,,
50.2077,328.4,0,,,
59.7941,328.42,0,,,
53.3176,328.44,0,,,
41.6952,328.46,0,,,
30.7076,328.48,0,,,
33.283,328.5,0,,,
34.5301,328.52,0,,,
49.212,328.54,0,,,
32.2406,328.56,0,,,
28.4962,328.58,0,,,
39.3579,328.6,0,,,
16.9432,328.62,0,,,
27.9109,328.64,0,,,
29.1644,328.66,0,,,
35.201,328.68,0,,,
36.3229,328.7,0,,,
23.0607,328.72,0,,,
24.2243,328.74,0,,,
31.2897,328.76,0,,,
42.2017,328.78,0,,,
41.4807,328.8,0,,,
33.3923,328.82,0,,,
32.7028,328.84,1,,,
28.0811,328.86,0,,,
29.6671,328.88,0,,,
55.6668,328.9,1,,,
32.0073,328.92,0,,,
33.6812,328.94,0,,,
33.195,328.96,0,,,
48.8612,328.98,0,,,
32.1445,329,0,,,
36.8578,329.02,0,,,
36.3431,329.04,0,,,
31.8605,329.06,0,,,
27.0951,329.08,0,,,
35.1752,329.1,0,,,
18.6641,329.12,0,,,
23.6656,329.14,0,,,
37.0663,329.16,0,,,
31.3473,329.18,0,,,
31.7389,329.2,0,,,
28.2956,329.22,0,,,
21.5182,329.24,0,,,
22.1999,329.26,0,,,
33.48,329.28,0,,,
32.592,329.3,0,,,
29.8368,329.32,0,,,
22.1347,329.34,0,,,
22.0252,329.36,0,,,
35.2101,329.38,0,,,
32.084,329.4,0,,,
29.6336,329.42,0,,,
23.2534,329.44,0,,,
33.0987,329.46,0,,,
26.4395,329.48,0,,,
18.9758,329.5,0,,,
23.1903,329.52,0,,,
10.4761,329.54,0,,,
30.5905,329.56,0,,,
24.2362,329.58,0,,,
18.0945,329.6,0,,,
22.2378,329.62,0,,,
35.8951,329.64,0,,,
32.358,329.66,0,,,
333.697,329.68,0,,,
132.621,329.7,0,,,
85.4482,329.72,0,,,
67.5517,329.74,0,,,
66.4952,329.76,0,,,
61.3981,329.78,0,,,
63.5592,329.8,0,,,
30.3763,329.82,0,,,
67.6457,329.84,0,,,
30.8147,329.86,0,,,
53.5244,329.88,0,,,
60.4098,329.9,0,,,
62.4626,329.92,0,,,
342.318,329.94,0,,,
527.527,329.96,0,,,
82.2596,329.98,0,,,
52.1038,330,0,,,
84.5366,330.02,0,,,
96.2146,330.04,0,,,
53.4859,330.06,0,,,
82.3164,330.08,0,,,
54.8106,330.1,0,,,
48.1297,330.12,0,,,
54.3297,330.14,0,,,
75.7319,330.16,0,,,
48.2928,330.18,0,,,
73.9171,330.2,0,,,
48.7655,330.22,0,,,
20.7062,330.24,0,,,
64.0825,330.26,0,,,
64.3003,330.28,1,,,
82.1201,330.3,0,,,
67.6297,330.32,0,,,
83.4519,330.34,0,,,
97.5808,330.36,0,,,
54.3608,330.38,0,,,
56.3271,330.4,0,,,
43.9323,330.42,0,,,
39.625,330.44,0,,,
43.45,330.46,0,,,
18.58,330.48,0,,,
30.832,330.5,0,,,
25.5328,330.52,0,,,
85.1541,330.54,0,,,
82.3206,330.56,0,,,
83.9133,330.58,0,,,
90.5653,330.6,0,,,
45.1802,330.62,0,,,
19.2721,330.64,0,,,
32.9088,330.66,0,,,
28.7635,330.68,0,,,
12.7054,330.7,0,,,
41.1833,330.72,0,,,
22.2917,330.74,0,,,
58.6843,330.76,0,,,
40.2737,330.78,0,,,
46.7095,330.8,0,,,
27.2416,330.82,0,,,
68.4966,330.84,0,,,
44.4878,330.86,0,,,
36.3951,330.88,0,,,
31.358,330.9,0,,,
19.7432,330.92,0,,,
39.5069,330.94,0,,,
47.6027,330.96,0,,,
38.2411,330.98,0,,,
67.3132,331,0,,,
28.1253,331.02,0,,,
75.4501,331.04,0,,,
28.8689,331.06,0,,,
28.3676,331.08,0,,,
64.747,331.1,1,,,
24.6632,331.12,0,,,
23.6653,331.14,0,,,
26.8661,331.16,0,,,
61.7464,331.18,0,,,
36.6986,331.2,0,,,
45.2318,331.22,0,,,
66.0054,331.24,0,,,
27.121,331.26,0,,,
12.0484,331.28,0,,,
20.4194,331.3,0,,,
26.1677,331.32,0,,,
24.8671,331.34,0,,,
32.1468,331.36,0,,,
66.2587,331.38,0,,,
38.5035,331.4,0,,,
68.2014,331.42,0,,,
26.2588,331.44,1,,,
11.7035,331.46,0,,,
19.0814,331.48,0,,,
29.2326,331.5,0,,,
177.349,331.52,0,,,
72.4513,331.54,0,,,
57.1805,331.56,0,,,
24.0722,331.58,0,,,
89.0516,331.6,0,,,
43.123,331.62,0,,,
54.7797,331.64,0,,,
52.5119,331.66,1,,,
46.2047,331.68,0,,,
73.6819,331.7,0,,,
46.8728,331.72,0,,,
36.7491,331.74,0,,,
34.4996,331.76,0,,,
79.1999,331.78,0,,,
53.2799,331.8,0,,,
51.312,331.82,0,,,
46.9248,331.84,0,,,
73.9699,331.86,0,,,
46.388,331.88,1,,,
79.4088,331.9,0,,,
53.9635,331.92,0,,,
49.7854,331.94,0,,,
48.7142,331.96,0,,,
74.6857,331.98,0,,,
31.0743,332,0,,,
29.2297,332.02,0,,,
30.2919,332.04,0,,,
31.3168,332.06,0,,,
76.1267,332.08,0,,,
52.0507,332.1,0,,,
49.0203,332.12,0,,,
49.0081,332.14,0,,,
75.4032,332.16,0,,,
31.3613,332.18,0,,,
29.3445,332.2,0,,,
51.5736,332.22,0,,,
48.8294,332.24,0,,,
48.9318,332.26,0,,,
75.9727,332.28,0,,,
31.5891,332.3,0,,,
30.0356,332.32,0,,,
33.6143,332.34,0,,,
33.2457,332.36,0,,,
70.2983,332.38,0,,,
49.7193,332.4,0,,,
48.0877,332.42,0,,,
48.6351,332.44,0,,,
78.254,332.46,0,,,
32.5016,332.48,0,,,
29.8006,332.5,0,,,
33.5203,332.52,0,,,
48.2204,332.54,0,,,
78.6881,332.56,0,,,
32.6753,332.58,0,,,
30.4701,332.6,0,,,
34.988,332.62,0,,,
15.1952,332.64,0,,,
25.2781,332.66,0,,,
70.7112,332.68,0,,,
40.1138,332.7,0,,,
25.832,332.72,0,,,
72.7328,332.74,0,,,
31.1412,332.76,1,,,
35.2565,332.78,0,,,
15.3026,332.8,0,,,
26.521,332.82,0,,,
77.8084,332.84,0,,,
32.3234,332.86,0,,,
35.4117,332.88,0,,,
30.7817,332.9,0,,,
35.1127,332.92,0,,,
15.2451,332.94,0,,,
30.9478,332.96,0,,,
35.403,332.98,0,,,
49.4645,333,0,,,
37.1858,333.02,0,,,
31.6743,333.04,0,,,
27.0697,333.06,0,,,
22.2279,333.08,0,,,
28.6912,333.1,0,,,
70.8765,333.12,0,,,
45.1506,333.14,0,,,
30.2641,333.16,0,,,
30.1056,333.18,0,,,
23.4423,333.2,0,,,
46.5769,333.22,0,,,
39.6308,333.24,0,,,
29.0523,333.26,0,,,
27.2209,333.28,0,,,
21.6884,333.3,0,,,
29.0753,333.32,0,,,
71.6301,333.34,0,,,
45.4521,333.36,0,,,
45.9032,333.38,0,,,
38.7613,333.4,0,,,
28.7045,333.42,0,,,
28.8818,333.44,0,,,
22.3527,333.46,0,,,
28.1411,333.48,0,,,
72.4564,333.5,0,,,
46.9826,333.52,0,,,
22.2561,333.54,0,,,
45.5024,333.56,0,,,
38.001,333.58,0,,,
28.4004,333.6,0,,,
28.7602,333.62,0,,,
21.2121,333.64,0,,,
25.8848,333.66,0,,,
39.9934,333.68,0,,,
30.3974,333.7,1,,,
31.9589,333.72,0,,,
27.1138,333.74,0,,,
30.6455,333.76,0,,,
25.4582,333.78,0,,,
47.9833,333.8,1,,,
40.7933,333.82,0,,,
75.5032,333.84,0,,,
34.0203,333.86,0,,,
29.2081,333.88,0,,,
36.4597,333.9,0,,,
19.0336,333.92,0,,,
26.0854,333.94,0,,,
25.4341,333.96,0,,,
19.9278,333.98,0,,,
23.5711,334,0,,,
26.2961,334.02,0,,,
26.7184,334.04,0,,,
25.0874,334.06,0,,,
11.2349,334.08,0,,,
26.094,334.1,0,,,
30.8376,334.12,1,,,
32.2068,334.14,0,,,
20.9012,334.16,0,,,
41.6079,334.18,0,,,
21.7773,334.2,0,,,
20.1109,334.22,0,,,
29.0444,334.24,0,,,
33.5515,334.26,0,,,
21.6882,334.28,0,,,
17.0753,334.3,0,,,
27.2301,334.32,0,,,
28.892,334.34,0,,,
42.6491,334.36,0,,,
25.1735,334.38,0,,,
30.4694,334.4,0,,,
31.9878,334.42,0,,,
105.366,334.44,0,,,
56.3754,334.46,0,,,
32.072,334.48,0,,,
32.7296,334.5,0,,,
57.4919,334.52,0,,,
54.6953,334.54,0,,,
39.4657,334.56,0,,,
56.5863,334.58,0,,,
34.7338,334.6,0,,,
51.6935,334.62,0,,,
21.8774,334.64,0,,,
33.351,334.66,0,,,
66.1404,334.68,0,,,
44.4562,334.7,0,,,
44.1825,334.72,0,,,
21.5533,334.74,0,,,
33.2213,334.76,0,,,
66.0885,334.78,0,,,
46.8354,334.8,0,,,
46.9304,334.82,0,,,
19.9722,334.84,0,,,
33.1889,334.86,0,,,
66.0755,334.88,0,,,
48.0302,334.9,0,,,
46.2121,334.92,1,,,
38.2848,334.94,0,,,
53.7139,334.96,0,,,
45.4856,334.98,0,,,
31.3942,335,0,,,
47.9577,335.02,0,,,
39.5381,335.04,0,,,
37.4153,335.06,0,,,
23.2273,335.08,0,,,
34.4909,335.1,0,,,
67.7964,335.12,0,,,
28.3185,335.14,0,,,
32.9274,335.16,0,,,
35.1628,335.18,0,,,
39.2824,335.2,0,,,
53.1303,335.22,1,,,
41.0521,335.24,0,,,
33.8208,335.26,0,,,
33.884,335.28,0,,,
14.7536,335.3,0,,,
25.1014,335.32,0,,,
52.6554,335.34,0,,,
41.4622,335.36,0,,,
37.7949,335.38,0,,,
28.8472,335.4,0,,,
302.336,335.42,0,,,
122.054,335.44,0,,,
98.0215,335.46,0,,,
80.0086,335.48,0,,,
65.6034,335.5,0,,,
83.7258,335.52,0,,,
73.6903,335.54,0,,,
64.8761,335.56,0,,,
31.9505,335.58,0,,,
73.4755,335.6,0,,,
65.3902,335.62,0,,,
32.1561,335.64,0,,,
70.993,335.66,0,,,
96.1078,335.68,0,,,
39.6431,335.7,0,,,
41.0562,335.72,0,,,
62.0225,335.74,0,,,
77.609,335.76,0,,,
48.3244,335.78,0,,,
75.4509,335.8,0,,,
54.1803,335.82,0,,,
53.4721,335.84,0,,,
39.3889,335.86,0,,,
34.9555,335.88,0,,,
53.5822,335.9,0,,,
31.6329,335.92,0,,,
19.8532,335.94,1,,,
54.1413,335.96,0,,,
40.2565,335.98,0,,,
59.9026,336,0,,,
43.161,336.02,0,,,
49.0644,336.04,0,,,
38.2258,336.06,0,,,
35.6903,336.08,0,,,
52.6761,336.1,0,,,
30.0704,336.12,0,,,
19.8282,336.14,0,,,
54.7313,336.16,0,,,
33.8603,336.18,0,,,
53.7441,336.2,0,,,
29.8976,336.22,0,,,
18.5591,336.24,0,,,
57.2236,336.26,0,,,
39.6894,336.28,0,,,
64.4758,336.3,0,,,
53.9047,336.32,0,,,
29.9619,336.34,0,,,
17.9848,336.36,0,,,
57.5939,336.38,0,,,
30.5485,336.4,0,,,
42.7688,336.42,0,,,
18.3075,336.44,0,,,
57.123,336.46,0,,,
42.6492,336.48,0,,,
61.1983,336.5,1,,,
28.8537,336.52,0,,,
17.5415,336.54,0,,,
62.2166,336.56,0,,,
47.0866,336.58,0,,,
20.0347,336.6,0,,,
63.8139,336.62,1,,,
35.9047,336.64,0,,,
43.0013,336.66,0,,,
42.2848,336.68,0,,,
35.6822,336.7,0,,,
19.6729,336.72,0,,,
17.4692,336.74,0,,,
42.9877,336.76,0,,,
35.1951,336.78,0,,,
32.678,336.8,0,,,
36.4285,336.82,0,,,
36.1714,336.84,0,,,
39.6686,336.86,0,,,
38.0674,336.88,0,,,
34.2843,336.9,0,,,
18.5137,336.92,0,,,
17.0055,336.94,0,,,
41.6022,336.96,0,,,
36.0954,336.98,0,,,
36.6382,337,0,,,
38.6553,337.02,0,,,
38.4388,337.04,0,,,
30.9755,337.06,0,,,
29.1902,337.08,1,,,
36.3331,337.1,0,,,
319.829,337.12,0,,,
108.053,337.14,0,,,
88.8211,337.16,0,,,
85.3284,337.18,0,,,
89.9314,337.2,0,,,
41.9725,337.22,0,,,
33.589,337.24,0,,,
50.6356,337.26,0,,,
63.4542,337.28,0,,,
69.7817,337.3,0,,,
78.9127,337.32,0,,,
86.7651,337.34,0,,,
40.706,337.36,0,,,
33.6824,337.38,0,,,
50.073,337.4,0,,,
62.0292,337.42,0,,,
69.2117,337.44,0,,,
79.2847,337.46,0,,,
86.3139,337.48,0,,,
40.5255,337.5,0,,,
34.2102,337.52,0,,,
50.2841,337.54,0,,,
62.1136,337.56,0,,,
69.2455,337.58,0,,,
79.2982,337.6,0,,,
86.9193,337.62,0,,,
40.7677,337.64,0,,,
34.3071,337.66,0,,,
50.3228,337.68,0,,,
21.3291,337.7,0,,,
48.7317,337.72,0,,,
65.0927,337.74,0,,,
77.6371,337.76,0,,,
85.6548,337.78,0,,,
40.2619,337.8,0,,,
34.1048,337.82,0,,,
50.8419,337.84,0,,,
21.5368,337.86,0,,,
78.2984,337.88,0,,,
22.1272,337.9,0,,,
47.8509,337.92,0,,,
63.5404,337.94,1,,,
76.4161,337.96,0,,,
86.3665,337.98,0,,,
74.7352,338,0,,,
48.5707,338.02,0,,,
60.2283,338.04,0,,,
72.0913,338.06,0,,,
30.0365,338.08,0,,,
37.2058,338.1,0,,,
34.0823,338.12,0,,,
52.0329,338.14,0,,,
22.0132,338.16,0,,,
48.4053,338.18,0,,,
74.3336,338.2,0,,,
37.5334,338.22,0,,,
73.6298,338.24,0,,,
30.6519,338.26,0,,,
73.4608,338.28,0,,,
37.1843,338.3,0,,,
73.9015,338.32,0,,,
30.7606,338.34,0,,,
75.3042,338.36,0,,,
38.5217,338.38,0,,,
16.6087,338.4,0,,,
44.2862,338.42,0,,,
35.4856,338.44,0,,,
25.1916,338.46,0,,,
38.2767,338.48,0,,,
68.7107,338.5,0,,,
37.2982,338.52,0,,,
32.3193,338.54,0,,,
20.1277,338.56,0,,,
42.3895,338.58,0,,,
25.9558,338.6,0,,,
22.3823,338.62,0,,,
10.1529,338.64,0,,,
34.6612,338.66,0,,,
74.4645,338.68,0,,,
50.1858,338.7,0,,,
38.2519,338.72,0,,,
33.3008,338.74,0,,,
20.5203,338.76,0,,,
25.6032,338.78,0,,,
22.2413,338.8,0,,,
10.0965,338.82,0,,,
35.2386,338.84,0,,,
50.4227,338.86,0,,,
40.8572,338.88,0,,,
12.1406,338.9,0,,,
33.3924,338.92,0,,,
52.357,338.94,0,,,
36.4036,338.96,0,,,
31.9614,338.98,0,,,
31.9846,339,0,,,
43.2376,339.02,0,,,
29.295,339.04,0,,,
23.6472,339.06,0,,,
25.0589,339.08,0,,,
26.8236,339.1,0,,,
31.1294,339.12,0,,,
25.8809,339.14,0,,,
307.952,339.16,0,,,
177.781,339.18,0,,,
126.312,339.2,0,,,
75.7249,339.22,0,,,
67.076,339.24,0,,,
38.2304,339.26,0,,,
36.8922,339.28,0,,,
60.0091,339.3,0,,,
72.0036,339.32,0,,,
61.2015,339.34,0,,,
35.8806,339.36,1,,,
36.5522,339.38,0,,,
74.6209,339.4,1,,,
90.4484,339.42,0,,,
63.4809,339.44,0,,,
75.7923,339.46,0,,,
92.6724,339.48,0,,,
71.523,339.5,0,,,
62.2092,339.52,0,,,
61.5094,339.54,0,,,
40.0284,339.56,0,,,
45.3014,339.58,0,,,
37.7357,339.6,0,,,
35.3436,339.62,0,,,
44.7375,339.64,0,,,
38.295,339.66,0,,,
38.118,339.68,1,,,
27.2472,339.7,0,,,
44.2249,339.72,0,,,
38.09,339.74,0,,,
39.836,339.76,0,,,
68.7682,339.78,0,,,
12.7563,339.8,0,,,
33.9025,339.82,0,,,
71.161,339.84,0,,,
46.5609,339.86,0,,,
32.8384,339.88,0,,,
72.8223,339.9,0,,,
44.7289,339.92,0,,,
32.8916,339.94,0,,,
37.7566,339.96,0,,,
33.7026,339.98,0,,,
36.8811,340,1,,,
36.261,340.02,0,,,
28.3044,340.04,0,,,
35.7287,340.06,0,,,
69.4915,340.08,0,,,
31.2118,340.1,0,,,
33.7939,340.12,0,,,
37.5176,340.14,0,,,
34.8833,340.16,0,,,
37.9533,340.18,0,,,
28.3813,340.2,0,,,
39.7596,340.22,0,,,
36.3039,340.24,0,,,
42.8834,340.26,0,,,
