Protocolo,Total_Tx,Throughput_Med,Throughput_Norm,Fluxo_ID,Fluxos
Vegas++MLP23,43.5074729919434,0.0241708183288574,0.00253453204798958,Fluxo281,40
Vegas++MLP23,42.6479187011719,0.0236932881673177,0.00248445862962877,Fluxo282,40
Vegas++MLP23,47.5132637023926,0.0263962576124403,0.00276788977334064,Fluxo283,40
Vegas++MLP23,46.1818504333496,0.0256565835740831,0.00269032816455373,Fluxo284,40
Vegas++MLP23,40.3804168701172,0.0224335649278429,0.00235236509110615,Fluxo285,40
Vegas++CNN123,29.8393287658691,0.0165774048699273,0.00173829298386504,Fluxo286,40
Vegas++CNN123,29.0673942565918,0.0161485523647732,0.00169332386435136,Fluxo287,40
Vegas++CNN123,20.4249954223633,0.0113472196790907,0.00118986008421143,Fluxo288,40
Vegas++CNN123,29.6842346191406,0.0164912414550781,0.0017292579593438,Fluxo289,40
Vegas++CNN123,27.176155090332,0.0150978639390734,0.00158314954376542,Fluxo290,40
Vegas++CNN123,31.17529296875,0.0173196072048611,0.00181611970774292,Fluxo291,40
Vegas++CNN123,30.6172370910645,0.0170095761617025,0.00178361010860291,Fluxo292,40
Vegas++CNN123,25.8317222595215,0.0143509568108453,0.00150482947914826,Fluxo293,40
Vegas++CNN123,26.3783111572266,0.0146546173095703,0.00153667106826021,Fluxo294,40
Vegas++CNN123,22.5685577392578,0.012538087632921,0.00131473351434694,Fluxo295,40
Vegas++CNN123,27.4166946411133,0.0152314970228407,0.0015971621985656,Fluxo296,40
Vegas++CNN123,25.6037101745605,0.0142242834303114,0.00149154661308133,Fluxo297,40
Vegas++CNN123,30.1218872070312,0.016734381781684,0.00175475345318919,Fluxo298,40
Vegas++CNN123,31.1078987121582,0.017282165951199,0.00181219364880555,Fluxo299,40
Vegas++CNN123,24.8098526000977,0.0137832514444987,0.00144530036328447,Fluxo300,40
Vegas++CNN123,28.0375328063965,0.0155764071146647,0.00163332918594307,Fluxo301,40
Vegas++CNN123,28.4680480957031,0.0158155822753906,0.001658408895769,Fluxo302,40
Vegas++CNN123,23.6109085083008,0.0131171713935004,0.0013754557592329,Fluxo303,40
Vegas++CNN123,25.8711395263672,0.0143728552924262,0.00150712573584152,Fluxo304,40
Vegas++CNN123,22.6584587097168,0.0125880326165093,0.0013199707040779,Fluxo305,40
Vegas++CNN123,21.6637535095215,0.0120354186164008,0.00126202405641432,Fluxo306,40
Vegas++CNN123,23.8407516479492,0.0132448620266385,0.00138884529356778,Fluxo307,40
Vegas++CNN123,25.5159645080566,0.0141755358378092,0.00148643498079077,Fluxo308,40
Vegas++CNN123,28.7298011779785,0.0159610006544325,0.00167365734689853,Fluxo309,40
Vegas++CNN123,25.411750793457,0.0141176393296984,0.0014803640007653,Fluxo310,40
Vegas++CNN123,22.3984909057617,0.0124436060587565,0.00130482625450963,Fluxo311,40
Vegas++CNN123,21.9173355102539,0.0121762975056966,0.00127679650039811,Fluxo312,40
Vegas++CNN123,27.3036422729492,0.0151686901516385,0.0015905763219217,Fluxo313,40
Vegas++CNN123,21.6906204223633,0.0120503446790907,0.00126358919102098,Fluxo314,40
Vegas++CNN123,23.6095809936523,0.0131164338853624,0.00137537842473863,Fluxo315,40
Vegas++CNN123,25.4514808654785,0.0141397115919325,0.00148267847995434,Fluxo316,40
Vegas++CNN123,21.3976898193359,0.0118876054551866,0.00124652449040398,Fluxo317,40
Vegas++CNN123,23.4980697631836,0.0130544832017687,0.00136888232722025,Fluxo318,40
Vegas++CNN123,22.3476982116699,0.0124153878953722,0.00130186732120171,Fluxo319,40
Vegas++CNN123,27.493766784668,0.0152743148803711,0.00160165204374422,Fluxo320,40
Vegas++CNN123,24.536491394043,0.0136313841078017,0.00142937567978123,Fluxo321,40
