#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd (Bytes),Last Router Ocupation Ack Arriaval(Packets),AckArrival(ms)
2299501,800,800,800,1460,0,1283400
2300961,800,800,800,1460,0,1284200
2302421,800,800,800,1460,0,1285000
2303881,800,800,800,1460,0,1285800
2305341,800,800,800,1460,0,1286600
2306801,800,800,800,1460,0,1287400
2308261,800,800,800,1460,0,1288200
2309721,800,800,800,1460,0,1289000
2311181,800,800,800,1460,0,1289800
2312641,800,800,800,1460,0,1290600
2314101,800,800,800,1460,0,1291400
2315561,800,800,800,1460,0,1292200
2317021,800,800,800,1460,0,1293000
2318481,800,800,800,1460,0,1293800
2319941,800,800,800,1460,0,1294600
2321401,800,800,800,1460,0,1295400
2322861,800,800,800,1460,0,1296200
2324321,800,800,800,1460,0,1297000
2325781,800,800,800,1460,0,1297800
2327241,800,800,800,1460,0,1298600
2328701,800,800,800,1460,0,1299400
2330161,800,800,800,1460,0,1300200
2331621,800,800,800,1460,0,1301000
2333081,800,800,800,1460,0,1301800
2334541,800,800,800,1460,0,1302600
2336001,800,800,800,1460,0,1303400
2337461,800,800,800,1460,0,1304200
2338921,800,800,800,1460,0,1305000
2340381,800,800,800,1460,0,1305800
2341841,800,800,800,1460,0,1306600
2343301,800,800,800,1460,0,1307400
2344761,800,800,800,1460,0,1308200
2346221,800,800,800,1460,0,1309000
2347681,800,800,800,1460,0,1309800
2349141,800,800,800,1460,0,1310600
2350601,800,800,800,1460,0,1311400
2352061,800,800,800,1460,0,1312200
2353521,800,800,800,1460,0,1313000
2354981,800,800,800,1460,0,1313800
2356441,800,800,800,1460,0,1314600
2357901,800,800,800,1460,0,1315400
2359361,800,800,800,1460,0,1316200
2360821,800,800,800,1460,0,1317000
2362281,800,800,800,1460,0,1317800
2363741,800,800,800,1460,0,1318600
2365201,800,800,800,1460,0,1319400
2366661,800,800,800,1460,0,1320200
2368121,800,800,800,1460,0,1321000
2369581,800,800,800,1460,0,1321800
2371041,800,800,800,1460,0,1322600
2372501,800,800,800,1460,0,1323400
2373961,800,800,800,1460,0,1324200
2375421,800,800,800,1460,0,1325000
2376881,800,800,800,1460,0,1325800
2378341,800,800,800,1460,0,1326600
2379801,800,800,800,1460,0,1327400
2381261,800,800,800,1460,0,1328200
2382721,800,800,800,1460,0,1329000
2384181,800,800,800,1460,0,1329800
2385641,800,800,800,1460,0,1330600
2387101,800,800,800,1460,0,1331400
2388561,800,800,800,1460,0,1332200
2390021,800,800,800,1460,0,1333000
2391481,800,800,800,1460,0,1333800
2392941,800,800,800,1460,0,1334600
2394401,800,800,800,1460,0,1335400
2395861,800,800,800,1460,0,1336200
2397321,800,800,800,1460,0,1337000
2398781,800,800,800,1460,0,1337800
2400241,800,800,800,1460,0,1338600
2401701,800,800,800,1460,0,1339400
2403161,800,800,800,1460,0,1340200
2404621,800,800,800,1460,0,1341000
2406081,800,800,800,1460,0,1341800
2407541,800,800,800,1460,0,1342600
2409001,800,800,800,1460,0,1343400
2410461,800,800,800,1460,0,1344200
2411921,800,800,800,1460,0,1345000
2413381,800,800,800,1460,0,1345800
2414841,800,800,800,1460,0,1346600
2416301,800,800,800,1460,0,1347400
2417761,800,800,800,1460,0,1348200
2419221,800,800,800,1460,0,1349000
2420681,800,800,800,1460,0,1349800
2422141,800,800,800,1460,0,1350600
2423601,800,800,800,1460,0,1351400
2425061,800,800,800,1460,0,1352200
2426521,800,800,800,1460,0,1353000
2427981,800,800,800,1460,0,1353800
2429441,800,800,800,1460,0,1354600
2430901,800,800,800,1460,0,1355400
2432361,800,800,800,1460,0,1356200
2433821,800,800,800,1460,0,1357000
2435281,800,800,800,1460,0,1357800
2436741,800,800,800,1460,0,1358600
2438201,800,800,800,1460,0,1359400
2439661,800,800,800,1460,0,1360200
2441121,800,800,800,1460,0,1361000
2442581,800,800,800,1460,0,1361800
2444041,800,800,800,1460,0,1362600
2445501,800,800,800,1460,0,1363400
2446961,800,800,800,1460,0,1364200
2448421,800,800,800,1460,0,1365000
2449881,800,800,800,1460,0,1365800
2451341,800,800,800,1460,0,1366600
2452801,800,800,800,1460,0,1367400
2454261,800,800,800,1460,0,1368200
2455721,800,800,800,1460,0,1369000
2457181,800,800,800,1460,0,1369800
2458641,800,800,800,1460,0,1370600
2460101,800,800,800,1460,0,1371400
2461561,800,800,800,1460,0,1372200
2463021,800,800,800,1460,0,1373000
2464481,800,800,800,1460,0,1373800
2465941,800,800,800,1460,0,1374600
2467401,800,800,800,1460,0,1375400
2468861,800,800,800,1460,0,1376200
2470321,800,800,800,1460,0,1377000
2471781,800,800,800,1460,0,1377800
2473241,800,800,800,1460,0,1378600
2474701,800,800,800,1460,0,1379400
2476161,800,800,800,1460,0,1380200
2477621,800,800,800,1460,0,1381000
2479081,800,800,800,1460,0,1381800
2480541,800,800,800,1460,0,1382600
2482001,800,800,800,1460,0,1383400
2483461,800,800,800,1460,0,1384200
2484921,800,800,800,1460,0,1385000
2486381,800,800,800,1460,0,1385800
2487841,800,800,800,1460,0,1386600
2489301,800,800,800,1460,0,1387400
2490761,800,800,800,1460,0,1388200
2492221,800,800,800,1460,0,1389000
2493681,800,800,800,1460,0,1389800
2495141,800,800,800,1460,0,1390600
2496601,800,800,800,1460,0,1391400
2498061,800,800,800,1460,0,1392200
2499521,800,800,800,1460,0,1393000
2500981,800,800,800,1460,0,1393800
2502441,800,800,800,1460,0,1394600
2503901,800,800,800,1460,0,1395400
2505361,800,800,800,1460,0,1396200
2506821,800,800,800,1460,0,1397000
2508281,800,800,800,1460,0,1397800
2509741,800,800,800,1460,0,1398600
2511201,800,800,800,1460,0,1399400
2512661,800,800,800,1460,0,1400200
2514121,800,800,800,1460,0,1401000
2515581,800,800,800,1460,0,1401800
2517041,800,800,800,1460,0,1402600
2518501,800,800,800,1460,0,1403400
2519961,800,800,800,1460,0,1404200
2521421,800,800,800,1460,0,1405000
2522881,800,800,800,1460,0,1405800
2524341,800,800,800,1460,0,1406600
2525801,800,800,800,1460,0,1407400
2527261,800,800,800,1460,0,1408200
2528721,800,800,800,1460,0,1409000
2530181,800,800,800,1460,0,1409800
2531641,800,800,800,1460,0,1410600
2533101,800,800,800,1460,0,1411400
2534561,800,800,800,1460,0,1412200
2536021,800,800,800,1460,0,1413000
2537481,800,800,800,1460,0,1413800
2538941,800,800,800,1460,0,1414600
2540401,800,800,800,1460,0,1415400
2541861,800,800,800,1460,0,1416200
2543321,800,800,800,1460,0,1417000
2544781,800,800,800,1460,0,1417800
2546241,800,800,800,1460,0,1418600
2547701,800,800,800,1460,0,1419400
2549161,800,800,800,1460,0,1420200
2550621,800,800,800,1460,0,1421000
2552081,800,800,800,1460,0,1421800
2553541,800,800,800,1460,0,1422600
2555001,800,800,800,1460,0,1423400
2556461,800,800,800,1460,0,1424200
2557921,800,800,800,1460,0,1425000
2559381,800,800,800,1460,0,1425800
2560841,800,800,800,1460,0,1426600
2562301,800,800,800,1460,0,1427400
2563761,800,800,800,1460,0,1428200
2565221,800,800,800,1460,0,1429000
2566681,800,800,800,1460,0,1429800
2568141,800,800,800,1460,0,1430600
2569601,800,800,800,1460,0,1431400
2571061,800,800,800,1460,0,1432200
2572521,800,800,800,1460,0,1433000
2573981,800,800,800,1460,0,1433800
2575441,800,800,800,1460,0,1434600
2576901,800,800,800,1460,0,1435400
2578361,800,800,800,1460,0,1436200
2579821,800,800,800,1460,0,1437000
2581281,800,800,800,1460,0,1437800
2582741,800,800,800,1460,0,1438600
2584201,800,800,800,1460,0,1439400
2585661,800,800,800,1460,0,1440200
2587121,800,800,800,1460,0,1441000
2588581,800,800,800,1460,0,1441800
2590041,800,800,800,1460,0,1442600
2591501,800,800,800,1460,0,1443400
2592961,800,800,800,1460,0,1444200
2594421,800,800,800,1460,0,1445000
2595881,800,800,800,1460,0,1445800
2597341,800,800,800,1460,0,1446600
2598801,800,800,800,1460,0,1447400
2600261,800,800,800,1460,0,1448200
2601721,800,800,800,1460,0,1449000
2603181,800,800,800,1460,0,1449800
2604641,800,800,800,1460,0,1450600
2606101,800,800,800,1460,0,1451400
2607561,800,800,800,1460,0,1452200
2609021,800,800,800,1460,0,1453000
2610481,800,800,800,1460,0,1453800
2611941,800,800,800,1460,0,1454600
2613401,800,800,800,1460,0,1455400
2614861,800,800,800,1460,0,1456200
2616321,800,800,800,1460,0,1457000
2617781,800,800,800,1460,0,1457800
2619241,800,800,800,1460,0,1458600
2620701,800,800,800,1460,0,1459400
2622161,800,800,800,1460,0,1460200
2623621,800,800,800,1460,0,1461000
2625081,800,800,800,1460,0,1461800
2626541,800,800,800,1460,0,1462600
2628001,800,800,800,1460,0,1463400
2629461,800,800,800,1460,0,1464200
2630921,800,800,800,1460,0,1465000
2632381,800,800,800,1460,0,1465800
2633841,800,800,800,1460,0,1466600
2635301,800,800,800,1460,0,1467400
2636761,800,800,800,1460,0,1468200
2638221,800,800,800,1460,0,1469000
2639681,800,800,800,1460,0,1469800
2641141,800,800,800,1460,0,1470600
2642601,800,800,800,1460,0,1471400
2644061,800,800,800,1460,0,1472200
2645521,800,800,800,1460,0,1473000
2646981,800,800,800,1460,0,1473800
2648441,800,800,800,1460,0,1474600
2649901,800,800,800,1460,0,1475400
2651361,800,800,800,1460,0,1476200
2652821,800,800,800,1460,0,1477000
2654281,800,800,800,1460,0,1477800
2655741,800,800,800,1460,0,1478600
2657201,800,800,800,1460,0,1479400
2658661,800,800,800,1460,0,1480200
2660121,800,800,800,1460,0,1481000
2661581,800,800,800,1460,0,1481800
2663041,800,800,800,1460,0,1482600
2664501,800,800,800,1460,0,1483400
2665961,800,800,800,1460,0,1484200
2667421,800,800,800,1460,0,1485000
2668881,800,800,800,1460,0,1485800
2670341,800,800,800,1460,0,1486600
2671801,800,800,800,1460,0,1487400
2673261,800,800,800,1460,0,1488200
2674721,800,800,800,1460,0,1489000
2676181,800,800,800,1460,0,1489800
2677641,800,800,800,1460,0,1490600
2679101,800,800,800,1460,0,1491400
2680561,800,800,800,1460,0,1492200
2682021,800,800,800,1460,0,1493000
2683481,800,800,800,1460,0,1493800
2684941,800,800,800,1460,0,1494600
2686401,800,800,800,1460,0,1495400
2687861,800,800,800,1460,0,1496200
2689321,800,800,800,1460,0,1497000
2690781,800,800,800,1460,0,1497800
2692241,800,800,800,1460,0,1498600
2693701,800,800,800,1460,0,1499400
2695161,800,800,800,1460,0,1500200
2696621,800,800,800,1460,0,1501000
2698081,800,800,800,1460,0,1501800
2699541,800,800,800,1460,0,1502600
2701001,800,800,800,1460,0,1503400
2702461,800,800,800,1460,0,1504200
2703921,800,800,800,1460,0,1505000
2705381,800,800,800,1460,0,1505800
2706841,800,800,800,1460,0,1506600
2708301,800,800,800,1460,0,1507400
2709761,800,800,800,1460,0,1508200
2711221,800,800,800,1460,0,1509000
2712681,800,800,800,1460,0,1509800
2714141,800,800,800,1460,0,1510600
2715601,800,800,800,1460,0,1511400
2717061,800,800,800,1460,0,1512200
2718521,800,800,800,1460,0,1513000
2719981,800,800,800,1460,0,1513800
2721441,800,800,800,1460,0,1514600
2722901,800,800,800,1460,0,1515400
2724361,800,800,800,1460,0,1516200
2725821,800,800,800,1460,0,1517000
2727281,800,800,800,1460,0,1517800
2728741,800,800,800,1460,0,1518600
2730201,800,800,800,1460,0,1519400
2731661,800,800,800,1460,0,1520200
2733121,800,800,800,1460,0,1521000
2734581,800,800,800,1460,0,1521800
2736041,800,800,800,1460,0,1522600
2737501,800,800,800,1460,0,1523400
2738961,800,800,800,1460,0,1524200
2740421,800,800,800,1460,0,1525000
2741881,800,800,800,1460,0,1525800
2743341,800,800,800,1460,0,1526600
2744801,800,800,800,1460,0,1527400
2746261,800,800,800,1460,0,1528200
2747721,800,800,800,1460,0,1529000
2749181,800,800,800,1460,0,1529800
2750641,800,800,800,1460,0,1530600
2752101,800,800,800,1460,0,1531400
2753561,800,800,800,1460,0,1532200
2755021,800,800,800,1460,0,1533000
2756481,800,800,800,1460,0,1533800
2757941,800,800,800,1460,0,1534600
2759401,800,800,800,1460,0,1535400
2760861,800,800,800,1460,0,1536200
2762321,800,800,800,1460,0,1537000
2763781,800,800,800,1460,0,1537800
2765241,800,800,800,1460,0,1538600
2766701,800,800,800,1460,0,1539400
2768161,800,800,800,1460,0,1540200
2769621,800,800,800,1460,0,1541000
2771081,800,800,800,1460,0,1541800
2772541,800,800,800,1460,0,1542600
2774001,800,800,800,1460,0,1543400
2775461,800,800,800,1460,0,1544200
2776921,800,800,800,1460,0,1545000
2778381,800,800,800,1460,0,1545800
2779841,800,800,800,1460,0,1546600
2781301,800,800,800,1460,0,1547400
2782761,800,800,800,1460,0,1548200
2784221,800,800,800,1460,0,1549000
2785681,800,800,800,1460,0,1549800
2787141,800,800,800,1460,0,1550600
2788601,800,800,800,1460,0,1551400
2790061,800,800,800,1460,0,1552200
2791521,800,800,800,1460,0,1553000
2792981,800,800,800,1460,0,1553800
2794441,800,800,800,1460,0,1554600
2795901,800,800,800,1460,0,1555400
2797361,800,800,800,1460,0,1556200
2798821,800,800,800,1460,0,1557000
2800281,800,800,800,1460,0,1557800
2801741,800,800,800,1460,0,1558600
2803201,800,800,800,1460,0,1559400
2804661,800,800,800,1460,0,1560200
2806121,800,800,800,1460,0,1561000
2807581,800,800,800,1460,0,1561800
2809041,800,800,800,1460,0,1562600
2810501,800,800,800,1460,0,1563400
2811961,800,800,800,1460,0,1564200
2813421,800,800,800,1460,0,1565000
2814881,800,800,800,1460,0,1565800
2816341,800,800,800,1460,0,1566600
2817801,800,800,800,1460,0,1567400
2819261,800,800,800,1460,0,1568200
2820721,800,800,800,1460,0,1569000
2822181,800,800,800,1460,0,1569800
2823641,800,800,800,1460,0,1570600
2825101,800,800,800,1460,0,1571400
2826561,800,800,800,1460,0,1572200
2828021,800,800,800,1460,0,1573000
2829481,800,800,800,1460,0,1573800
2830941,800,800,800,1460,0,1574600
2832401,800,800,800,1460,0,1575400
2833861,800,800,800,1460,0,1576200
2835321,800,800,800,1460,0,1577000
2836781,800,800,800,1460,0,1577800
2838241,800,800,800,1460,0,1578600
2839701,800,800,800,1460,0,1579400
2841161,800,800,800,1460,0,1580200
2842621,800,800,800,1460,0,1581000
2844081,800,800,800,1460,0,1581800
2845541,800,800,800,1460,0,1582600
2847001,800,800,800,1460,0,1583400
2848461,800,800,800,1460,0,1584200
2849921,800,800,800,1460,0,1585000
2851381,800,800,800,1460,0,1585800
2852841,800,800,800,1460,0,1586600
2854301,800,800,800,1460,0,1587400
2855761,800,800,800,1460,0,1588200
2857221,800,800,800,1460,0,1589000
2858681,800,800,800,1460,0,1589800
2860141,800,800,800,1460,0,1590600
2861601,800,800,800,1460,0,1591400
2863061,800,800,800,1460,0,1592200
2864521,800,800,800,1460,0,1593000
2865981,800,800,800,1460,0,1593800
2867441,800,800,800,1460,0,1594600
2868901,800,800,800,1460,0,1595400
2870361,800,800,800,1460,0,1596200
2871821,800,800,800,1460,0,1597000
2873281,800,800,800,1460,0,1597800
2874741,800,800,800,1460,0,1598600
2876201,800,800,800,1460,0,1599400
2877661,800,800,800,1460,0,1600200
2879121,800,800,800,1460,0,1601000
2880581,800,800,800,1460,0,1601800
2882041,800,800,800,1460,0,1602600
2883501,800,800,800,1460,0,1603400
2884961,800,800,800,1460,0,1604200
2886421,800,800,800,1460,0,1605000
2887881,800,800,800,1460,0,1605800
2889341,800,800,800,1460,0,1606600
2890801,800,800,800,1460,0,1607400
2892261,800,800,800,1460,0,1608200
2893721,800,800,800,1460,0,1609000
2895181,800,800,800,1460,0,1609800
2896641,800,800,800,1460,0,1610600
2898101,800,800,800,1460,0,1611400
2899561,800,800,800,1460,0,1612200
2901021,800,800,800,1460,0,1613000
2902481,800,800,800,1460,0,1613800
2903941,800,800,800,1460,0,1614600
2905401,800,800,800,1460,0,1615400
2906861,800,800,800,1460,0,1616200
2908321,800,800,800,1460,0,1617000
2909781,800,800,800,1460,0,1617800
2911241,800,800,800,1460,0,1618600
2912701,800,800,800,1460,0,1619400
2914161,800,800,800,1460,0,1620200
2915621,800,800,800,1460,0,1621000
2917081,800,800,800,1460,0,1621800
2918541,800,800,800,1460,0,1622600
2920001,800,800,800,1460,0,1623400
2921461,800,800,800,1460,0,1624200
2922921,800,800,800,1460,0,1625000
2924381,800,800,800,1460,0,1625800
2925841,800,800,800,1460,0,1626600
2927301,800,800,800,1460,0,1627400
2928761,800,800,800,1460,0,1628200
2930221,800,800,800,1460,0,1629000
2931681,800,800,800,1460,0,1629800
2933141,800,800,800,1460,0,1630600
2934601,800,800,800,1460,0,1631400
2936061,800,800,800,1460,0,1632200
2937521,800,800,800,1460,0,1633000
2938981,800,800,800,1460,0,1633800
2940441,800,800,800,1460,0,1634600
2941901,800,800,800,1460,0,1635400
2943361,800,800,800,1460,0,1636200
2944821,800,800,800,1460,0,1637000
2946281,800,800,800,1460,0,1637800
2947741,800,800,800,1460,0,1638600
2949201,800,800,800,1460,0,1639400
2950661,800,800,800,1460,0,1640200
2952121,800,800,800,1460,0,1641000
2953581,800,800,800,1460,0,1641800
2955041,800,800,800,1460,0,1642600
2956501,800,800,800,1460,0,1643400
2957961,800,800,800,1460,0,1644200
2959421,800,800,800,1460,0,1645000
2960881,800,800,800,1460,0,1645800
2962341,800,800,800,1460,0,1646600
2963801,800,800,800,1460,0,1647400
2965261,800,800,800,1460,0,1648200
2966721,800,800,800,1460,0,1649000
2968181,800,800,800,1460,0,1649800
2969641,800,800,800,1460,0,1650600
2971101,800,800,800,1460,0,1651400
2972561,800,800,800,1460,0,1652200
2974021,800,800,800,1460,0,1653000
2975481,800,800,800,1460,0,1653800
2976941,800,800,800,1460,0,1654600
2978401,800,800,800,1460,0,1655400
2979861,800,800,800,1460,0,1656200
2981321,800,800,800,1460,0,1657000
2982781,800,800,800,1460,0,1657800
2984241,800,800,800,1460,0,1658600
2985701,800,800,800,1460,0,1659400
2987161,800,800,800,1460,0,1660200
2988621,800,800,800,1460,0,1661000
2990081,800,800,800,1460,0,1661800
2991541,800,800,800,1460,0,1662600
2993001,800,800,800,1460,0,1663400
2994461,800,800,800,1460,0,1664200
2995921,800,800,800,1460,0,1665000
2997381,800,800,800,1460,0,1665800
2998841,800,800,800,1460,0,1666600
3000301,800,800,800,1460,0,1667400
3001761,800,800,800,1460,0,1668200
3003221,800,800,800,1460,0,1669000
3004681,800,800,800,1460,0,1669800
3006141,800,800,800,1460,0,1670600
3007601,800,800,800,1460,0,1671400
3009061,800,800,800,1460,0,1672200
3010521,800,800,800,1460,0,1673000
3011981,800,800,800,1460,0,1673800
3013441,800,800,800,1460,0,1674600
3014901,800,800,800,1460,0,1675400
3016361,800,800,800,1460,0,1676200
3017821,800,800,800,1460,0,1677000
3019281,800,800,800,1460,0,1677800
3020741,800,800,800,1460,0,1678600
3022201,800,800,800,1460,0,1679400
3023661,800,800,800,1460,0,1680200
3025121,800,800,800,1460,0,1681000
3026581,800,800,800,1460,0,1681800
3028041,800,800,800,1460,0,1682600
3029501,800,800,800,1460,0,1683400
3030961,800,800,800,1460,0,1684200
3032421,800,800,800,1460,0,1685000
3033881,800,800,800,1460,0,1685800
3035341,800,800,800,1460,0,1686600
3036801,800,800,800,1460,0,1687400
3038261,800,800,800,1460,0,1688200
3039721,800,800,800,1460,0,1689000
3041181,800,800,800,1460,0,1689800
3042641,800,800,800,1460,0,1690600
3044101,800,800,800,1460,0,1691400
3045561,800,800,800,1460,0,1692200
3047021,800,800,800,1460,0,1693000
3048481,800,800,800,1460,0,1693800
3049941,800,800,800,1460,0,1694600
3051401,800,800,800,1460,0,1695400
3052861,800,800,800,1460,0,1696200
3054321,800,800,800,1460,0,1697000
3055781,800,800,800,1460,0,1697800
3057241,800,800,800,1460,0,1698600
3058701,800,800,800,1460,0,1699400
3060161,800,800,800,1460,0,1700200
3061621,800,800,800,1460,0,1701000
3063081,800,800,800,1460,0,1701800
3064541,800,800,800,1460,0,1702600
3066001,800,800,800,1460,0,1703400
3067461,800,800,800,1460,0,1704200
3068921,800,800,800,1460,0,1705000
3070381,800,800,800,1460,0,1705800
3071841,800,800,800,1460,0,1706600
3073301,800,800,800,1460,0,1707400
3074761,800,800,800,1460,0,1708200
3076221,800,800,800,1460,0,1709000
3077681,800,800,800,1460,0,1709800
3079141,800,800,800,1460,0,1710600
3080601,800,800,800,1460,0,1711400
3082061,800,800,800,1460,0,1712200
3083521,800,800,800,1460,0,1713000
3084981,800,800,800,1460,0,1713800
3086441,800,800,800,1460,0,1714600
3087901,800,800,800,1460,0,1715400
3089361,800,800,800,1460,0,1716200
3090821,800,800,800,1460,0,1717000
3092281,800,800,800,1460,0,1717800
3093741,800,800,800,1460,0,1718600
3095201,800,800,800,1460,0,1719400
3096661,800,800,800,1460,0,1720200
3098121,800,800,800,1460,0,1721000
3099581,800,800,800,1460,0,1721800
3101041,800,800,800,1460,0,1722600
3102501,800,800,800,1460,0,1723400
3103961,800,800,800,1460,0,1724200
3105421,800,800,800,1460,0,1725000
3106881,800,800,800,1460,0,1725800
3108341,800,800,800,1460,0,1726600
3109801,800,800,800,1460,0,1727400
3111261,800,800,800,1460,0,1728200
3112721,800,800,800,1460,0,1729000
3114181,800,800,800,1460,0,1729800
3115641,800,800,800,1460,0,1730600
3117101,800,800,800,1460,0,1731400
3118561,800,800,800,1460,0,1732200
3120021,800,800,800,1460,0,1733000
3121481,800,800,800,1460,0,1733800
3122941,800,800,800,1460,0,1734600
3124401,800,800,800,1460,0,1735400
3125861,800,800,800,1460,0,1736200
3127321,800,800,800,1460,0,1737000
3128781,800,800,800,1460,0,1737800
3130241,800,800,800,1460,0,1738600
3131701,800,800,800,1460,0,1739400
3133161,800,800,800,1460,0,1740200
3134621,800,800,800,1460,0,1741000
3136081,800,800,800,1460,0,1741800
3137541,800,800,800,1460,0,1742600
3139001,800,800,800,1460,0,1743400
3140461,800,800,800,1460,0,1744200
3141921,800,800,800,1460,0,1745000
3143381,800,800,800,1460,0,1745800
3144841,800,800,800,1460,0,1746600
3146301,800,800,800,1460,0,1747400
3147761,800,800,800,1460,0,1748200
3149221,800,800,800,1460,0,1749000
3150681,800,800,800,1460,0,1749800
3152141,800,800,800,1460,0,1750600
3153601,800,800,800,1460,0,1751400
3155061,800,800,800,1460,0,1752200
3156521,800,800,800,1460,0,1753000
3157981,800,800,800,1460,0,1753800
3159441,800,800,800,1460,0,1754600
3160901,800,800,800,1460,0,1755400
3162361,800,800,800,1460,0,1756200
3163821,800,800,800,1460,0,1757000
3165281,800,800,800,1460,0,1757800
3166741,800,800,800,1460,0,1758600
3168201,800,800,800,1460,0,1759400
3169661,800,800,800,1460,0,1760200
3171121,800,800,800,1460,0,1761000
3172581,800,800,800,1460,0,1761800
3174041,800,800,800,1460,0,1762600
3175501,800,800,800,1460,0,1763400
3176961,800,800,800,1460,0,1764200
3178421,800,800,800,1460,0,1765000
3179881,800,800,800,1460,0,1765800
3181341,800,800,800,1460,0,1766600
3182801,800,800,800,1460,0,1767400
3184261,800,800,800,1460,0,1768200
3185721,800,800,800,1460,0,1769000
3187181,800,800,800,1460,0,1769800
3188641,800,800,800,1460,0,1770600
3190101,800,800,800,1460,0,1771400
3191561,800,800,800,1460,0,1772200
3193021,800,800,800,1460,0,1773000
3194481,800,800,800,1460,0,1773800
3195941,800,800,800,1460,0,1774600
3197401,800,800,800,1460,0,1775400
3198861,800,800,800,1460,0,1776200
3200321,800,800,800,1460,0,1777000
3201781,800,800,800,1460,0,1777800
3203241,800,800,800,1460,0,1778600
3204701,800,800,800,1460,0,1779400
3206161,800,800,800,1460,0,1780200
3207621,800,800,800,1460,0,1781000
3209081,800,800,800,1460,0,1781800
3210541,800,800,800,1460,0,1782600
3212001,800,800,800,1460,0,1783400
3213461,800,800,800,1460,0,1784200
3214921,800,800,800,1460,0,1785000
3216381,800,800,800,1460,0,1785800
3217841,800,800,800,1460,0,1786600
3219301,800,800,800,1460,0,1787400
3220761,800,800,800,1460,0,1788200
3222221,800,800,800,1460,0,1789000
3223681,800,800,800,1460,0,1789800
3225141,800,800,800,1460,0,1790600
3226601,800,800,800,1460,0,1791400
3228061,800,800,800,1460,0,1792200
3229521,800,800,800,1460,0,1793000
3230981,800,800,800,1460,0,1793800
3232441,800,800,800,1460,0,1794600
3233901,800,800,800,1460,0,1795400
3235361,800,800,800,1460,0,1796200
3236821,800,800,800,1460,0,1797000
3238281,800,800,800,1460,0,1797800
3239741,800,800,800,1460,0,1798600
3241201,800,800,800,1460,0,1799400
3242661,800,800,800,1460,0,1800200
3244121,800,800,800,1460,0,1801000
3245581,800,800,800,1460,0,1801800
3247041,800,800,800,1460,0,1802600
3248501,800,800,800,1460,0,1803400
3249961,800,800,800,1460,0,1804200
3251421,800,800,800,1460,0,1805000
3252881,800,800,800,1460,0,1805800
3254341,800,800,800,1460,0,1806600
3255801,800,800,800,1460,0,1807400
3257261,800,800,800,1460,0,1808200
3258721,800,800,800,1460,0,1809000
3260181,800,800,800,1460,0,1809800
3261641,800,800,800,1460,0,1810600
3263101,800,800,800,1460,0,1811400
3264561,800,800,800,1460,0,1812200
3266021,800,800,800,1460,0,1813000
3267481,800,800,800,1460,0,1813800
3268941,800,800,800,1460,0,1814600
3270401,800,800,800,1460,0,1815400
3271861,800,800,800,1460,0,1816200
3273321,800,800,800,1460,0,1817000
3274781,800,800,800,1460,0,1817800
3276241,800,800,800,1460,0,1818600
3277701,800,800,800,1460,0,1819400
3279161,800,800,800,1460,0,1820200
3280621,800,800,800,1460,0,1821000
