#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd (Bytes),Last Router Ocupation Ack Arriaval(Packets),Last Router Ocupation Packet Sent(Packets),Network Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms),Input_1,Input_2,Input_3,NetworkPrevision CPP
596441,383.8,564.3,600,40880,0,0,1,44200,43600,600,0.429674,0.676633,0.688508,1
599361,19.19,28.215,600,45260,0,0,1,44200,43600,600,0.0214837,0.0338317,0.688508,1
602281,0.9595,1.41075,600,49640,0,0,1,44200,43600,600,0.00107418,0.00169158,0.688508,1
605201,0.047975,0.0705375,600,54020,0,0,1,44200,43600,600,5.37092e-05,8.45792e-05,0.688508,1
608121,0.00239875,0.00352688,600,58400,0,0,1,44200,43600,600,2.68546e-06,4.22896e-06,0.688508,1
611041,0.000119938,0.000176344,600,62780,0,0,1,44200,43600,600,1.34273e-07,2.11448e-07,0.688508,1
613961,5.99688e-06,8.8172e-06,600,67160,0,0,1,44200,43600,600,6.71366e-09,1.05724e-08,0.688508,1
616881,2.99844e-07,4.4086e-07,600,71540,0,0,1,44200,43600,600,3.35683e-10,5.28621e-10,0.688508,1
619801,1.49922e-08,2.2043e-08,600,75920,0,0,1,44200,43600,600,1.67842e-11,2.6431e-11,0.688508,1
622721,570,570,600,58680,0,0,1,44800,44200,600,0.638129,0.683468,0.688508,1
627101,28.5,28.5,600,60225,0,0,1,44800,44200,600,0.0319065,0.0341734,0.688508,1
654841,1521.43,1521.43,600,1460,0,0,1,46400,45800,600,1.70327,1.82429,0.688508,2
785201,1596.07,1596.07,600,1460,0,0,1,48000,47400,600,1.78684,1.9138,0.688508,2
788121,655.504,655.504,600,80300,0,0,1,48606,48006,600,0.733853,0.785993,0.688508,1
791041,32.7752,32.7752,600,84680,0,0,1,48606,48006,600,0.0366926,0.0392996,0.688508,1
793961,1.63876,1.63876,600,89060,0,0,1,48606,48006,600,0.00183463,0.00196498,0.688508,1
796881,0.081938,0.081938,600,93440,0,0,1,48606,48006,600,9.17316e-05,9.82491e-05,0.688508,1
799801,0.0040969,0.0040969,600,97820,0,0,1,48606,48006,600,4.58658e-06,4.91246e-06,0.688508,1
802721,0.000204845,0.000204845,600,102200,0,0,1,48606,48006,600,2.29329e-07,2.45623e-07,0.688508,1
805641,1.02423e-05,1.02423e-05,600,106580,0,0,1,48606,48006,600,1.14665e-08,1.22812e-08,0.688508,1
808561,5.12113e-07,5.12113e-07,600,110960,0,0,1,48606,48006,600,5.73323e-10,6.14058e-10,0.688508,1
815861,570,570,600,78000,0,0,1,49206,48606,600,0.638129,0.683468,0.688508,1
946401,1548.5,1548.5,600,1460,0,0,1,50806,50206,600,1.73358,1.85675,0.688508,2
949321,654.075,654.075,600,115340,0,0,1,51413,50813,600,0.732253,0.78428,0.688508,1
952241,32.7038,32.7038,600,119720,0,0,1,51413,50813,600,0.0366127,0.039214,0.688508,1
955161,1.63519,1.63519,600,124100,0,0,1,51413,50813,600,0.00183063,0.0019607,0.688508,1
958081,0.0817594,0.0817594,600,128480,0,0,1,51413,50813,600,9.15317e-05,9.8035e-05,0.688508,1
961001,0.00408797,0.00408797,600,132860,0,0,1,51413,50813,600,4.57659e-06,4.90175e-06,0.688508,1
963921,0.000204399,0.000204399,600,137240,0,0,1,51413,50813,600,2.28829e-07,2.45088e-07,0.688508,1
966841,1.02199e-05,1.02199e-05,600,141620,0,0,1,51413,50813,600,1.14415e-08,1.22544e-08,0.688508,1
969761,5.10997e-07,5.10997e-07,600,146000,0,0,1,51413,50813,600,5.72074e-10,6.12719e-10,0.688508,1
972681,2.55499e-08,2.55499e-08,600,150380,0,0,1,51413,50813,600,2.86037e-11,3.0636e-11,0.688508,1
975601,1.27749e-09,1.27749e-09,600,154760,0,0,1,51413,50813,600,1.43019e-12,1.5318e-12,0.688508,1
978521,6.38747e-11,6.38747e-11,600,159140,0,0,1,51413,50813,600,7.15093e-14,7.659e-14,0.688508,1
979981,3.19373e-12,3.19373e-12,600,163520,0,0,1,51413,50813,600,3.57546e-15,3.8295e-15,0.688508,1
996041,570,570,600,85780,0,0,1,52013,51413,600,0.638129,0.683468,0.688508,1
998961,28.5,28.5,600,78480,0,0,1,52013,51413,600,0.0319065,0.0341734,0.688508,1
1022321,1.425,1.425,600,78840,0,0,1,52013,51413,600,0.00159532,0.00170867,0.688508,1
1031081,0.0712501,0.0712501,600,58040,0,0,1,52013,51413,600,7.97662e-05,8.54336e-05,0.688508,1
1044221,0.0035625,0.0035625,600,52560,0,0,1,52013,51413,600,3.98831e-06,4.27168e-06,0.688508,1
1074881,0.000178125,0.000178125,600,41980,0,0,1,52013,51413,600,1.99416e-07,2.13584e-07,0.688508,1
1084741,1140,1140,600,1460,0,0,1,53213,52613,600,1.27626,1.36694,0.688508,2
1094961,57,57,600,163520,0,0,1,53213,52613,600,0.0638129,0.0683468,0.688508,1
1099341,2.85,2.85,600,167900,0,0,1,53213,52613,600,0.00319065,0.00341734,0.688508,1
1102261,570.143,570.143,600,172280,0,0,1,53813,53213,600,0.638289,0.683639,0.688508,1
1232401,1548.51,1548.51,600,1460,0,0,1,55413,54813,600,1.73359,1.85676,0.688508,2
1235321,656.925,656.925,600,176660,0,0,1,56023,55423,600,0.735444,0.787697,0.688508,1
1238241,32.8463,32.8463,600,181040,0,0,1,56023,55423,600,0.0367722,0.0393849,0.688508,1
1241161,1.64231,1.64231,600,185420,0,0,1,56023,55423,600,0.00183861,0.00196924,0.688508,1
1244081,0.0821157,0.0821157,600,189800,0,0,1,56023,55423,600,9.19306e-05,9.84622e-05,0.688508,1
1277661,570.004,570.004,600,104400,0,0,1,56623,56023,600,0.638134,0.683473,0.688508,1
1292261,28.5002,28.5002,600,79940,0,0,1,56623,56023,600,0.0319067,0.0341737,0.688508,1
1306861,1.42501,1.42501,600,69720,0,0,1,56623,56023,600,0.00159534,0.00170868,0.688508,1
1318541,0.0712506,0.0712506,600,56580,0,0,1,56623,56023,600,7.97668e-05,8.54342e-05,0.688508,1
1321461,0.00356253,0.00356253,600,49280,0,0,1,56623,56023,600,3.98834e-06,4.27171e-06,0.688508,1
1327301,0.000178126,0.000178126,600,47820,0,0,1,56623,56023,600,1.99417e-07,2.13586e-07,0.688508,1
