#Ack,ack_ewma(ms),send_ewma(ms),rtt_ratio,cwnd (Bytes),rtt_ratio_real,ack_ewma,send_ack_ewma_norm,rtt_ratio_norm,Last Router Ocupation Ack Arriaval(Packets),Last Router Ocupation Packet Sent(Packets),Network Situation,AckArrival(ms),TSInsideAck(ms),RTTAck(ms)
3644161,1078.64,1052.83,1080,1460,1.67701863354037,0.583341896196466,0.56317031030185,0.584415584415585,0.405219,0,1,3854438,3853358,1080
3645621,1148.33,1078.64,1152,1460,1.7888198757764,0.621031112937855,0.576976362284498,0.623376623376624,0.420088,0,1,3855590,3854438,1152
3647081,1151.82,1148.33,1152,1460,1.7888198757764,0.622918548243171,0.614254307370538,0.623376623376624,0.474035,0,1,3856742,3855590,1152
3648541,1243.19,1151.82,1248,1460,1.93788819875776,0.67233257799867,0.616121146635143,0.675324675324675,0.495614,0,1,3857990,3856742,1248
3655841,1442.1,1481.98,1440,1460,2.2360248447205,0.779905574153493,0.792727350532504,0.779220779220779,0.740829,0,2,3864902,3863462,1440
3664601,1705.02,1724.33,1704,1460,2.64596273291925,0.922095972569995,0.922363022674876,0.922077922077922,0.948237,0,2,3874790,3873086,1704
3682121,1458.32,1350.39,1464,1460,2.27329192546584,0.78867755141774,0.722338416770529,0.792207792207792,0.709181,0,2,3894878,3893414,1464
3683581,1509.32,1458.32,1512,1460,2.34782608695652,0.816258984246135,0.780071357122607,0.818181818181818,0.745672,0,2,3896390,3894878,1512
3685041,1557.47,1509.32,1560,1460,2.42236024844721,0.84229910171059,0.807351816290179,0.844155844155844,0.772269,0,2,3897950,3896390,1560
3689421,1702.56,1675.13,1704,1460,2.64596273291925,0.920765574045331,0.89604540324263,0.922077922077922,0.904545,0,2,3902918,3901214,1704
3690881,1749.53,1702.56,1752,1460,2.72049689440994,0.946167532867874,0.910718010987071,0.948051948051948,0.919818,0,2,3904670,3902918,1752
3699641,1304.16,1459.2,1296,1460,2.01242236024845,0.705305910538811,0.780542078770989,0.701298701298701,0.409869,0,1,3914630,3913334,1296
3718621,1511.76,1507.13,1512,1460,2.34782608695652,0.81757856652263,0.806180361278865,0.818181818181818,0.783713,0,2,3930734,3929222,1512
3724461,1703.82,1700.38,1704,1460,2.64596273291925,0.921446997679915,0.909551905085399,0.922077922077922,0.932975,0,2,3937406,3935702,1704
3734681,1482.06,1369.13,1488,1460,2.31055900621118,0.801516437993153,0.732362648237201,0.805194805194805,0.703524,0,2,3948830,3947342,1488
3736141,1487.7,1482.06,1488,1460,2.31055900621118,0.804566619976529,0.79277014340963,0.805194805194805,0.74341,0,2,3950318,3948830,1488
3737601,1556.39,1487.7,1560,1460,2.42236024844721,0.841715024309518,0.795787041246984,0.844155844155844,0.759364,0,2,3951878,3950318,1560
3744901,1727.76,1723.19,1728,1460,2.6832298136646,0.934394046737008,0.921753224175836,0.935064935064935,0.940157,0,2,3960158,3958430,1728
3752201,922.143,1570.86,888,1460,1.37888198757764,0.498706376719108,0.840270237019048,0.480519480519481,0.228325,0,1,3967982,3967094,888
3756581,839.725,834.505,840,1460,1.30434782608696,0.454133699643605,0.446385874071261,0.454545454545455,0.209733,0,1,3970382,3969542,840
3758041,908.386,839.725,912,1460,1.41614906832298,0.49126642041675,0.449178109303706,0.493506493506494,0.245893,0,1,3971294,3970382,912
3759501,957.419,908.386,960,1460,1.49068322981366,0.517784075237822,0.485905631007719,0.519480519480519,0.284357,0,1,3972254,3971294,960
3765341,1060.61,1148.21,1056,1460,1.63975155279503,0.573591048473016,0.61419011805485,0.571428571428571,0.428768,0,1,3976550,3975494,1056
3775561,1508.33,1438.5,1512,1460,2.34782608695652,0.815723579961819,0.769469421814739,0.818181818181818,0.704435,0,2,3986006,3984494,1512
3778481,1602.05,1489.02,1608,1460,2.49689440993789,0.866408518877057,0.796493123719557,0.87012987012987,0.79311,0,2,3989102,3987494,1608
3782861,1703.76,1699.19,1704,1460,2.64596273291925,0.921414548935411,0.908915361038155,0.922077922077922,0.931799,0,2,3994118,3992414,1704
3784321,1795.19,1703.76,1800,1460,2.79503105590062,0.970861027435414,0.911359904143955,0.974025974025974,0.93672,0,2,3995918,3994118,1800
3790161,845.703,1410.06,816,1460,1.26708074534161,0.457366676221019,0.754256553996587,0.441558441558442,0.271708,0,1,4001654,4000838,816
3810601,1485.47,1437.42,1488,1460,2.31055900621118,0.803360608305797,0.768891717973543,0.805194805194805,0.723121,0,2,4018118,4016630,1488
3812061,1533.47,1485.47,1536,1460,2.38509316770186,0.829319603908992,0.794594189797108,0.831168831168831,0.763248,0,2,4019654,4018118,1536
3820821,1796.39,1727.87,1800,1460,2.79503105590062,0.971510002325493,0.924256607487684,0.974025974025974,0.935893,0,2,4029806,4028006,1800
3831041,1461.72,1418.34,1464,1460,2.27329192546584,0.790516313606299,0.758685616779087,0.792207792207792,0.734059,0,2,4040318,4038854,1464
3832501,1555.09,1461.72,1560,1460,2.42236024844721,0.841011968178598,0.781890054400445,0.844155844155844,0.767624,0,2,4041878,4040318,1560
3833961,1582.55,1555.09,1584,1460,2.45962732919255,0.855862676913259,0.831834691115664,0.857142857142857,0.793049,0,2,4043462,4041878,1584
3838341,1724.28,1653.54,1728,1460,2.6832298136646,0.932512019555777,0.884496675528358,0.935064935064935,0.908755,0,2,4048454,4046726,1728
3839801,1750.61,1724.28,1752,1460,2.72049689440994,0.946751610268946,0.922336277126672,0.948051948051948,0.945502,0,2,4050206,4048454,1752
3847101,1115.26,1329.24,1104,1460,1.71428571428571,0.603146446592071,0.711025049880447,0.597402597402597,0.458472,0,1,4057742,4056638,1104
3858781,1462.61,1436.27,1464,1460,2.27329192546584,0.790997636649775,0.768276570364863,0.792207792207792,0.717342,0,2,4068206,4066742,1464
3860241,1532.33,1462.61,1536,1460,2.38509316770186,0.828703077763416,0.782366125158467,0.831168831168831,0.760937,0,2,4069742,4068206,1536
3866081,1703.81,1700.27,1704,1460,2.64596273291925,0.921441589555831,0.909493064879351,0.922077922077922,0.908392,0,2,4076366,4074662,1704
3871921,1779.53,1846.61,1776,1460,2.75776397515528,0.962391905119871,0.987771935361359,0.961038961038961,0.931271,0,2,4083566,4081790,1776
3883601,1702.56,1675.16,1704,1460,2.64596273291925,0.920765574045331,0.896061450571552,0.922077922077922,0.918694,0,2,4097174,4095470,1704
3885061,1772.33,1702.56,1776,1460,2.75776397515528,0.958498055779392,0.910718010987071,0.961038961038961,0.949478,0,2,4098950,4097174,1776
3890901,1057.8,1548.06,1032,1460,1.60248447204969,0.572071365605413,0.828074267038252,0.558441558441558,0.459907,0,1,4105094,4104062,1032
3915721,1726.67,1701.47,1728,1460,2.6832298136646,0.933804561211853,0.910134958036235,0.935064935064935,0.902192,0,2,4128038,4126310,1728
3918641,1819.2,1727.93,1824,1460,2.83229813664596,0.983845933361095,0.924288702145528,0.987012987012987,0.927951,0,2,4131590,4129766,1824
3930321,1462.61,1436.28,1464,1460,2.27329192546584,0.790997636649775,0.768281919474503,0.792207792207792,0.718421,0,2,4143206,4141742,1464
3931781,1532.33,1462.61,1536,1460,2.38509316770186,0.828703077763416,0.782366125158467,0.831168831168831,0.737368,0,2,4144742,4143206,1536
3933241,1535.82,1532.33,1536,1460,2.38509316770186,0.830590513068732,0.81966011757343,0.831168831168831,0.792947,0,2,4146278,4144742,1536
3943461,1801.19,1823.76,1800,1460,2.79503105590062,0.974105901885813,0.975549219832359,0.974025974025974,0.902532,0,2,4158422,4156622,1800
3952221,1485.47,1437.42,1488,1460,2.31055900621118,0.803360608305797,0.768891717973543,0.805194805194805,0.73662,0,2,4167014,4165526,1488
3953681,1556.27,1485.47,1560,1460,2.42236024844721,0.84165012682051,0.794594189797108,0.844155844155844,0.768648,0,2,4168574,4167014,1560
3959521,1748.27,1677.48,1752,1460,2.72049689440994,0.94548610923329,0.897302444008195,0.948051948051948,0.916269,0,2,4175222,4173470,1752
3962441,1820.39,1751.81,1824,1460,2.83229813664596,0.984489500127091,0.93706237596752,0.987012987012987,0.938603,0,2,4178798,4176974,1824
3966821,1568.47,1729.37,1560,1460,2.42236024844721,0.848248038202989,0.925058973933789,0.844155844155844,0.709271,0,2,4183838,4182278,1560
3971201,1462.7,1438.04,1464,1460,2.27329192546584,0.791046309766531,0.769223362771267,0.792207792207792,0.701313,0,2,4188134,4186670,1464
3972661,1486.74,1462.7,1488,1460,2.31055900621118,0.804047440064465,0.782414267145234,0.805194805194805,0.754525,0,2,4189622,4188134,1488
3978501,1747.19,1655.81,1752,1460,2.72049689440994,0.944902031832218,0.885710923416797,0.948051948051948,0.902756,0,2,4196270,4194518,1752
3982881,1846.56,1819.25,1848,1460,2.8695652173913,0.998642560854916,0.973136771384403,1,0.928016,0,2,4201670,4199822,1848
3985801,1591.5,1733.93,1584,1460,2.45962732919255,0.860702947968438,0.927498167929948,0.857142857142857,0.764083,0,2,4204982,4203398,1584
3987261,1493.17,1591.5,1488,1460,2.31055900621118,0.807524863850476,0.851310799317454,0.805194805194805,0.719633,0,2,4206470,4204982,1488
3988721,1465.46,1493.17,1464,1460,2.27329192546584,0.792538952013715,0.798713004220448,0.792207792207792,0.713853,0,2,4207934,4206470,1464
3996021,1701.42,1652.33,1704,1460,2.64596273291925,0.920149047899755,0.883849433261834,0.922077922077922,0.902673,0,2,4215926,4214222,1704
3997481,1749.47,1701.42,1752,1460,2.72049689440994,0.94613508412337,0.910108212488031,0.948051948051948,0.919069,0,2,4217678,4215926,1752
4003321,1475.09,1685.88,1464,1460,2.27329192546584,0.797746975506606,0.901795696106383,0.792207792207792,0.773048,0,2,4224374,4222910,1464
4016461,1726.67,1701.42,1728,1460,2.6832298136646,0.933804561211853,0.910108212488031,0.935064935064935,0.938207,0,2,4238510,4236782,1728
4032521,1486.57,1459.3,1488,1460,2.31055900621118,0.803955501955037,0.780595569867396,0.805194805194805,0.737762,0,2,4255070,4253582,1488
4033981,1556.33,1486.57,1560,1460,2.42236024844721,0.841682575565014,0.795182591857585,0.844155844155844,0.745105,0,2,4256630,4255070,1560
4038361,1656.84,1672.85,1656,1460,2.57142857142857,0.896039630733288,0.894825806244551,0.896103896103896,0.905207,0,2,4261502,4259846,1656
4047121,1629.06,1573.19,1632,1460,2.53416149068323,0.881015862027938,0.841516579565331,0.883116883116883,0.725657,0,2,4271894,4270262,1632
4057341,1748.27,1677.48,1752,1460,2.72049689440994,0.94548610923329,0.897302444008195,0.948051948051948,0.94044,0,2,4283030,4281278,1752
4074861,1485.41,1436.27,1488,1460,2.31055900621118,0.803328159561293,0.768276570364863,0.805194805194805,0.734307,0,2,4300718,4299230,1488
4076321,1556.27,1485.41,1560,1460,2.42236024844721,0.84165012682051,0.794562095139264,0.844155844155844,0.755723,0,2,4302278,4300718,1560
4077781,1559.81,1556.27,1560,1460,2.42236024844721,0.843564602746246,0.832465886053266,0.844155844155844,0.788289,0,2,4303838,4302278,1560
4082161,1724.27,1653.48,1728,1460,2.6832298136646,0.932506611431693,0.884464580870514,0.935064935064935,0.908451,0,2,4308830,4307102,1728
4090921,1725.85,1684.92,1728,1460,2.6832298136646,0.933361095036965,0.901282181580876,0.935064935064935,0.921103,0,2,4319414,4317686,1728
4093841,1729.13,1750.69,1728,1460,2.6832298136646,0.935134959736516,0.936463275687762,0.935064935064935,0.921376,0,2,4322894,4321166,1728
4109901,1462.67,1437.47,1464,1460,2.27329192546584,0.791030085394279,0.768918463521747,0.792207792207792,0.71887,0,2,4339214,4337750,1464
4111361,1532.33,1462.67,1536,1460,2.38509316770186,0.828703077763416,0.782398219816312,0.831168831168831,0.761548,0,2,4340750,4339214,1536
4130341,1485.37,1435.44,1488,1460,2.31055900621118,0.803306527064957,0.767832594264685,0.805194805194805,0.725313,0,2,4361654,4360166,1488
4131801,1533.47,1485.37,1536,1460,2.38509316770186,0.829319603908992,0.794540698700701,0.831168831168831,0.752125,0,2,4363190,4361654,1536
4133261,1558.67,1533.47,1560,1460,2.42236024844721,0.84294807660067,0.82026991607247,0.844155844155844,0.79885,0,2,4364750,4363190,1560
4137641,1747.13,1654.62,1752,1460,2.72049689440994,0.944869583087714,0.885074379369554,0.948051948051948,0.901926,0,2,4369790,4368038,1752
4146401,1232.56,1395.3,1224,1460,1.90062111801242,0.666583742097379,0.746361268166914,0.662337662337662,0.4863,0,1,4379150,4377926,1224
4149321,1220.6,1156.03,1224,1460,1.90062111801242,0.660115625692916,0.618373121793877,0.662337662337662,0.477408,0,1,4381526,4380302,1224
4156621,1394.05,1432.9,1392,1460,2.16149068322981,0.753919537929878,0.766473920415947,0.753246753246753,0.700591,0,2,4388198,4386806,1392
4159541,1467.25,1528.9,1464,1460,2.27329192546584,0.793507006224751,0.81782537296667,0.792207792207792,0.763695,0,2,4391198,4389734,1464
4165381,1725.36,1675.24,1728,1460,2.6832298136646,0.933096096956849,0.896104243448678,0.935064935064935,0.933807,0,2,4397798,4396070,1728
4166841,1796.27,1725.36,1800,1460,2.79503105590062,0.971445104836485,0.922913980967868,0.974025974025974,0.949523,0,2,4399598,4397798,1800
4172681,1566.36,1687.14,1560,1460,2.42236024844721,0.847106924021265,0.902469683921111,0.844155844155844,0.792068,0,2,4406462,4404902,1560
4182901,1823.93,1822.67,1824,1460,2.83229813664596,0.986403976052827,0.974966166881523,0.987012987012987,0.930314,0,2,4418582,4416758,1824
4185821,1476.3,1710,1464,1460,2.27329192546584,0.79840135852077,0.914697748559752,0.792207792207792,0.78845,0,2,4421750,4420286,1464
4188741,1401.33,1578.61,1392,1460,2.16149068322981,0.75785665226303,0.844415796990591,0.753246753246753,0.703352,0,2,4424726,4423334,1392
4198961,1747.25,1657.01,1752,1460,2.72049689440994,0.944934480576722,0.886352816573681,0.948051948051948,0.940032,0,2,4435910,4434158,1752
4213561,1819.19,1727.7,1824,1460,2.83229813664596,0.983840525237011,0.924165672623792,0.987012987012987,0.944777,0,2,4452998,4451174,1824
4223781,1099.57,1015.43,1104,1460,1.71428571428571,0.594661099904276,0.543164640245631,0.597402597402597,0.402602,0,1,4462694,4461590,1104
4225241,1126.58,1099.57,1128,1460,1.75155279503106,0.609268443055158,0.588172048762483,0.61038961038961,0.443041,0,1,4463822,4462694,1128
4226701,1196.33,1126.58,1200,1460,1.86335403726708,0.64699010854105,0.602619993902015,0.649350649350649,0.447216,0,1,4465022,4463822,1200
4235461,1509.41,1460.16,1512,1460,2.34782608695652,0.816307657362891,0.781055593296496,0.818181818181818,0.705291,0,2,4473158,4471646,1512
4238381,1556.45,1489.07,1560,1460,2.42236024844721,0.841747473054022,0.79651986926776,0.844155844155844,0.771647,0,2,4476206,4474646,1560
4242761,1724.22,1652.33,1728,1460,2.6832298136646,0.932479570811273,0.883849433261834,0.935064935064935,0.907385,0,2,4481174,4479446,1728
4245681,1797.53,1750.61,1800,1460,2.79503105590062,0.972126528471069,0.936420482810636,0.974025974025974,0.944382,0,2,4484726,4482926,1800
4251521,1702.81,1680.24,1704,1460,2.64596273291925,0.920900777147431,0.898778798269028,0.922077922077922,0.936704,0,2,4491566,4489862,1704
4271961,1508.27,1437.48,1512,1460,2.34782608695652,0.815691131217315,0.768923812631388,0.818181818181818,0.740449,0,2,4511918,4510406,1512
4273421,1557.41,1508.27,1560,1460,2.42236024844721,0.842266652966086,0.806790159777905,0.844155844155844,0.75818,0,2,4513478,4511918,1560
4279261,1726.67,1701.36,1728,1460,2.6832298136646,0.933804561211853,0.910076117830187,0.935064935064935,0.925889,0,2,4520126,4518398,1728
4286561,1126.32,1550.39,1104,1460,1.71428571428571,0.609127831828974,0.829320609584535,0.597402597402597,0.438687,0,1,4528190,4527086,1104
4305541,1705.01,1724.22,1704,1460,2.64596273291925,0.922090564445911,0.922304182468828,0.922077922077922,0.935305,0,2,4547030,4545326,1704
4312841,1655.22,1640.46,1656,1460,2.57142857142857,0.89516351463168,0.877500040118322,0.896103896103896,0.914906,0,2,4555742,4554086,1656
4323061,1799.87,1797.3,1800,1460,2.79503105590062,0.973392029506725,0.961395475723066,0.974025974025974,0.916921,0,2,4567718,4565918,1800
4327441,1628.77,1567.44,1632,1460,2.53416149068323,0.880859026429502,0.838440841521929,0.883116883116883,0.745803,0,2,4572614,4570982,1632
4330361,1532.81,1472.24,1536,1460,2.38509316770186,0.828962667719448,0.787517317742462,0.831168831168831,0.737328,0,2,4575614,4574078,1536
4333281,1580.45,1513.04,1584,1460,2.45962732919255,0.854726970855619,0.809341685076519,0.857142857142857,0.781573,0,2,4578710,4577126,1584
4337661,1702.56,1675.19,1704,1460,2.64596273291925,0.920765574045331,0.896077497900475,0.922077922077922,0.917141,0,2,4583678,4581974,1704
4347881,1560.47,1569.32,1560,1460,2.42236024844721,0.843921538935789,0.83944647413438,0.844155844155844,0.791236,0,2,4595582,4594022,1560
4352261,1725.36,1675.14,1728,1460,2.6832298136646,0.933096096956849,0.896050752352271,0.935064935064935,0.922559,0,2,4600574,4598846,1728
4359561,1539,1596.05,1536,1460,2.38509316770186,0.832310296527444,0.853744644203972,0.831168831168831,0.793047,0,2,4609142,4607606,1536
4365401,1748.16,1675.19,1752,1460,2.72049689440994,0.945426619868366,0.896077497900475,0.948051948051948,0.939358,0,2,4615742,4613990,1752
4366861,1797.41,1748.16,1800,1460,2.79503105590062,0.972061630982061,0.935109950948665,0.974025974025974,0.939743,0,2,4617542,4615742,1800
4374161,1179.67,1249.44,1176,1460,1.82608695652174,0.637980173817108,0.668339154947659,0.636363636363636,0.424967,0,1,4625294,4624118,1176
4375621,1062.18,1179.67,1056,1460,1.63975155279503,0.574440123954204,0.631018416984493,0.571428571428571,0.403987,0,1,4626350,4625294,1056
4390221,1486.73,1462.67,1488,1460,2.31055900621118,0.804042031940381,0.782398219816312,0.805194805194805,0.751595,0,2,4639382,4637894,1488
4391681,1579.14,1486.73,1584,1460,2.45962732919255,0.854018506600616,0.795268177611837,0.857142857142857,0.786638,0,2,4640966,4639382,1584
4396061,1679.82,1676.33,1680,1460,2.60869565217391,0.908467499878317,0.896687296399514,0.909090909090909,0.912665,0,2,4645934,4644254,1680
4397521,1771.19,1679.82,1776,1460,2.75776397515528,0.957881529633816,0.898554135664119,0.961038961038961,0.935066,0,2,4647710,4645934,1776
4404821,1179.9,1253.99,1176,1460,1.82608695652174,0.63810456067104,0.670772999834178,0.636363636363636,0.402839,0,1,4655534,4654358,1176
4420881,1485.48,1437.53,1488,1460,2.31055900621118,0.803366016429881,0.768950558179591,0.805194805194805,0.723623,0,2,4669238,4667750,1488
4422341,1533.47,1485.48,1536,1460,2.38509316770186,0.829319603908992,0.794599538906749,0.831168831168831,0.763449,0,2,4670774,4669238,1536
4423801,1581.47,1533.47,1584,1460,2.45962732919255,0.855278599512187,0.82026991607247,0.857142857142857,0.79138,0,2,4672358,4670774,1584
4428181,1749.36,1699.13,1752,1460,2.72049689440994,0.946075594758446,0.908883266380311,0.948051948051948,0.929288,0,2,4677422,4675670,1752
4429641,1774.67,1749.36,1776,1460,2.75776397515528,0.959763556815048,0.935751844105549,0.961038961038961,0.935715,0,2,4679198,4677422,1776
4448621,1459.17,1367.32,1464,1460,2.27329192546584,0.78913724196488,0.731394459392234,0.792207792207792,0.706348,0,2,4700438,4698974,1464
4450081,1509.36,1459.17,1512,1460,2.34782608695652,0.816280616742471,0.780526031442066,0.818181818181818,0.744539,0,2,4701950,4700438,1512
4451541,1557.47,1509.36,1560,1460,2.42236024844721,0.84229910171059,0.807373212728741,0.844155844155844,0.771816,0,2,4703510,4701950,1560
4455921,1700.28,1629.53,1704,1460,2.64596273291925,0.919532521754179,0.871653463281037,0.922077922077922,0.912676,0,2,4708430,4706726,1704
4457381,1772.21,1700.28,1776,1460,2.75776397515528,0.958433158290384,0.909498413988991,0.961038961038961,0.935071,0,2,4710206,4708430,1776
4467601,1678.56,1651.22,1680,1460,2.60869565217391,0.907786076243733,0.883255682091716,0.909090909090909,0.911253,0,2,4721990,4720310,1680
4469061,1771.13,1678.56,1776,1460,2.75776397515528,0.957849080889312,0.89788014784939,0.961038961038961,0.946501,0,2,4723766,4721990,1776
4477821,686.379,959.586,672,1460,1.04347826086957,0.371202280065114,0.513293072368104,0.363636363636364,0.0836433,0,1,4731566,4730894,672
4479281,672.719,686.379,672,1460,1.04347826086957,0.363814782566371,0.367151652607424,0.363636363636364,0.0514573,0,1,4732238,4731566,672
4480741,672.036,672.719,672,1460,1.04347826086957,0.363445407691434,0.359844768838227,0.363636363636364,0.0265829,0,1,4732910,4732238,672
4489501,865.019,884.388,864,1460,1.3416149068323,0.467813008701672,0.473068837691966,0.467532467532468,0.260363,0,1,4737662,4736798,864
4495341,1100.28,1029.64,1104,1460,1.71428571428571,0.59504507671424,0.550765725045066,0.597402597402597,0.413081,0,1,4741790,4740686,1104
4496801,1172.21,1100.28,1176,1460,1.82608695652174,0.633945713250445,0.588551835546973,0.636363636363636,0.435233,0,1,4742966,4741790,1176
4498261,1175.81,1172.21,1176,1460,1.82608695652174,0.635892637920684,0.627027981192531,0.636363636363636,0.492093,0,1,4744142,4742966,1176
4507021,1440.9,1458.05,1440,1460,2.2360248447205,0.779256599263414,0.779926931162308,0.779220779220779,0.726215,0,2,4752278,4750838,1440
4514321,1747.19,1655.7,1752,1460,2.72049689440994,0.944902031832218,0.88565208321075,0.948051948051948,0.902396,0,2,4760438,4758686,1752
4523081,1150.2,1572.06,1128,1460,1.75155279503106,0.622042432141563,0.840912130175932,0.61038961038961,0.481705,0,1,4770302,4769174,1128
4542061,1704.84,1720.85,1704,1460,2.64596273291925,0.921998626336483,0.920501532519912,0.922077922077922,0.932971,0,2,4788926,4787222,1704
4544981,1799.76,1795.24,1800,1460,2.79503105590062,0.973332540141801,0.960293559137082,0.974025974025974,0.949675,0,2,4792526,4790726,1800
4549361,1562.82,1616.46,1560,1460,2.42236024844721,0.845192448095529,0.864662176980642,0.844155844155844,0.701339,0,2,4797470,4795910,1560
4563961,1725.42,1676.33,1728,1460,2.6832298136646,0.933128545701353,0.896687296399514,0.935064935064935,0.922452,0,2,4812662,4810934,1728
4571261,1151.29,1593.71,1128,1460,1.75155279503106,0.622631917666719,0.852492952548048,0.61038961038961,0.421564,0,1,4820750,4819622,1128
4574181,917.158,1015.16,912,1460,1.41614906832298,0.496010426863234,0.543020214285332,0.493506493506494,0.26065,0,1,4822670,4821758,912
4582941,1125.53,1078.68,1128,1460,1.75155279503106,0.608700590026338,0.576997758723061,0.61038961038961,0.461094,0,1,4828862,4827734,1128
4584401,1241.88,1125.53,1248,1460,1.93788819875776,0.671624113743666,0.602058337389742,0.675324675324675,0.490438,0,1,4830110,4828862,1248
4593161,1486.67,1461.48,1488,1460,2.31055900621118,0.804009583195877,0.781761675769068,0.805194805194805,0.738603,0,2,4838438,4836950,1488
4594621,1556.33,1486.67,1560,1460,2.42236024844721,0.841682575565014,0.795236082953992,0.844155844155844,0.781441,0,2,4839998,4838438,1560
4600461,1748.33,1678.67,1752,1460,2.72049689440994,0.945518557977794,0.897938988055438,0.948051948051948,0.929365,0,2,4846694,4844942,1752
4610681,1460.4,1391.97,1464,1460,2.27329192546584,0.789802441227212,0.74458001465656,0.792207792207792,0.718721,0,2,4857542,4856078,1464
4612141,1532.22,1460.4,1536,1460,2.38509316770186,0.828643588398492,0.781183971927873,0.831168831168831,0.761489,0,2,4859078,4857542,1536
4629661,741.114,686.274,744,1460,1.15527950310559,0.400803647238882,0.367095486956196,0.402597402597403,0.0708752,0,1,4876526,4875782,744
4636961,905.996,791.928,912,1460,1.41614906832298,0.489973878760674,0.423610969954051,0.493506493506494,0.237087,0,1,4880462,4879550,912
4638421,957.3,905.996,960,1460,1.49068322981366,0.517719718561223,0.484627193803591,0.519480519480519,0.268835,0,1,4881422,4880462,960
4642801,1100.28,1029.53,1104,1460,1.71428571428571,0.59504507671424,0.550706884839019,0.597402597402597,0.400485,0,1,4884542,4883438,1104
4644261,1149.41,1100.28,1152,1460,1.7888198757764,0.621615190338927,0.588551835546973,0.623376623376624,0.442194,0,1,4885694,4884542,1152
4645721,1197.47,1149.41,1200,1460,1.86335403726708,0.647606634686626,0.614832011211734,0.649350649350649,0.458878,0,1,4886894,4885694,1200
4654481,1462.61,1436.27,1464,1460,2.27329192546584,0.790997636649775,0.768276570364863,0.792207792207792,0.729235,0,2,4894958,4893494,1464
4655941,1555.13,1462.61,1560,1460,2.42236024844721,0.841033600674934,0.782366125158467,0.844155844155844,0.765694,0,2,4896518,4894958,1560
4661781,1725.53,1678.62,1728,1460,2.6832298136646,0.933188035066277,0.897912242507235,0.935064935064935,0.924162,0,2,4903166,4901438,1728
4677841,1485.36,1435.25,1488,1460,2.31055900621118,0.803301118940873,0.767730961181511,0.805194805194805,0.722759,0,2,4919966,4918478,1488
4679301,1533.47,1485.36,1536,1460,2.38509316770186,0.829319603908992,0.794535349591061,0.831168831168831,0.775104,0,2,4921502,4919966,1536
4685141,1747.25,1657.01,1752,1460,2.72049689440994,0.944934480576722,0.886352816573681,0.948051948051948,0.928051,0,2,4928198,4926446,1752
4701201,1126.62,1100.39,1128,1460,1.75155279503106,0.609290075551493,0.588610675753021,0.61038961038961,0.403297,0,1,4942910,4941782,1128
4702661,1127.93,1126.62,1128,1460,1.75155279503106,0.609998539806497,0.602641390340578,0.61038961038961,0.467319,0,1,4944038,4942910,1128
4712881,1485.59,1439.75,1488,1460,2.31055900621118,0.803425505794805,0.770138060519827,0.805194805194805,0.724958,0,2,4953566,4952078,1488
4714341,1533.48,1485.59,1536,1460,2.38509316770186,0.829325012033076,0.794658379112797,0.831168831168831,0.787983,0,2,4955102,4953566,1536
4720181,1725.54,1678.73,1728,1460,2.6832298136646,0.933193443190361,0.897971082713282,0.935064935064935,0.936732,0,2,4961798,4960070,1728
4723101,1822.61,1796.28,1824,1460,2.83229813664596,0.985690103673739,0.960849866539714,0.987012987012987,0.945477,0,2,4965422,4963598,1824
4728941,1744.88,1609.51,1752,1460,2.72049689440994,0.943652755168815,0.860944545780355,0.948051948051948,0.915036,0,2,4972166,4970414,1752
4730401,1751.64,1744.88,1752,1460,2.72049689440994,0.947308647049598,0.933355442986515,0.948051948051948,0.942014,0,2,4973918,4972166,1752
4737701,1725.38,1675.57,1728,1460,2.6832298136646,0.933106913205017,0.896280764066821,0.935064935064935,0.90188,0,2,4982438,4980710,1728
4746461,873.243,1048.86,864,1460,1.3416149068323,0.472260649948353,0.561046713774492,0.467532467532468,0.250593,0,1,4991534,4990670,864
4747921,864.462,873.243,864,1460,1.3416149068323,0.467511776190193,0.467107254997406,0.467532467532468,0.250237,0,1,4992398,4991534,864
4753761,1054.62,1028.33,1056,1460,1.63975155279503,0.570351582146701,0.550064991682134,0.571428571428571,0.402454,0,1,4996382,4995326,1056
4755221,1169.93,1054.62,1176,1460,1.82608695652174,0.632712660959293,0.564127800927536,0.636363636363636,0.418982,0,1,4997558,4996382,1176
4758141,1243.24,1152.9,1248,1460,1.93788819875776,0.67235961861909,0.616698850476338,0.675324675324675,0.495437,0,1,4999958,4998710,1248
4766901,1507.08,1413.54,1512,1460,2.34782608695652,0.815047564451319,0.756118044151551,0.818181818181818,0.737618,0,2,5008166,5006654,1512
4768361,1557.35,1507.08,1560,1460,2.42236024844721,0.842234204221582,0.806153615730662,0.844155844155844,0.769047,0,2,5009726,5008166,1560
4774201,1703.87,1701.42,1704,1460,2.64596273291925,0.921474038300335,0.910108212488031,0.922077922077922,0.909368,0,2,5016374,5014670,1704
4778581,1755.41,1820.28,1752,1460,2.72049689440994,0.949347509829266,0.973687729677395,0.948051948051948,0.93924,0,2,5021702,5019950,1752
4782961,1176.24,1180.87,1176,1460,1.82608695652174,0.636125187256296,0.631660310141377,0.636363636363636,0.431391,0,1,5025758,5024582,1176
4784421,1084.81,1176.24,1080,1460,1.67701863354037,0.586678708756294,0.629183672377733,0.584415584415585,0.406557,0,1,5026838,5025758,1080
